split,scope,metric,mean_delta_masked_minus_legacy,std_delta,min_delta,max_delta,n_seeds
val,overall,all_spearman,0.004941670708002295,0.015907939470064174,-0.010886474679942193,0.020928221235130495,3
val,overall,all_pearson,0.00334457491576771,0.01875596315759736,-0.015484846651939166,0.022026206252767744,3
val,overall,all_rmse,-0.005724445459866574,0.06032719936991523,-0.07305348696360991,0.04341492945797076,3
val,overall,exact_spearman,0.002699082418387492,0.020026982401553033,-0.017705510759270182,0.02232578652455286,3
val,overall,exact_pearson,0.0030675659342351835,0.02091931671582063,-0.018300923355869192,0.023506735538036838,3
val,overall,exact_rmse,-0.0038207329689827394,0.04910264427348183,-0.055111291183765454,0.0427536802141435,3
val,overall,threshold_500nm_accuracy,0.002442441485544363,0.023977941834836668,-0.017950202663578496,0.028857479387514706,3
val,overall,threshold_500nm_balanced_accuracy,0.002630438476962723,0.01849823605090934,-0.0160189119042502,0.020973762943609753,3
val,overall,threshold_500nm_precision,0.0009645694898201181,0.05293500475967797,-0.03026315789473677,0.06208377913951302,3
val,overall,threshold_500nm_recall,0.004798519404210129,0.03440750255900309,-0.024251069900142697,0.042796005706134066,3
val,overall,threshold_500nm_f1,0.0029482271875531283,0.02097511588071297,-0.018086501124146115,0.02386321798841584,3
val,overall,threshold_500nm_auroc,-0.0004328149774296408,0.009009376554793825,-0.01016266882676764,0.007620579284215001,3
val,overall,threshold_500nm_auprc,-0.0062956913329064905,0.015031636502073493,-0.02363916691814527,0.002970173465190684,3
val,single,all_spearman,0.006517794784355842,0.020338755453152887,-0.0075219491405830174,0.02984193509210109,3
val,single,all_pearson,0.001539498136281366,0.02980987755810619,-0.02289160340066665,0.03475432885188179,3
val,single,all_rmse,-0.01601744909572263,0.08986688530228712,-0.11911019837377468,0.045774454258501684,3
val,single,exact_spearman,0.0037189012269309707,0.022184317365800555,-0.011487819512897013,0.029174731180693136,3
val,single,exact_pearson,0.001037122956603705,0.03194829984570827,-0.02439807308829478,0.03689520422053838,3
val,single,exact_rmse,-0.011764444896320891,0.0792153399079463,-0.10227173769895892,0.04495185996124762,3
val,single,threshold_500nm_accuracy,-0.0018453868978351255,0.03733435820929772,-0.029113924050632844,0.04070556309362283,3
val,single,threshold_500nm_balanced_accuracy,-0.0040245473953005595,0.02387641096288065,-0.024836865262397145,0.02204106776180692,3
val,single,threshold_500nm_precision,0.00042472782999973074,0.0842598253970521,-0.05434881602914399,0.09745065789473684,3
