split,policy,seed,scope,n_all,all_rmse,all_mae,all_n,all_spearman,all_pearson,n_exact,exact_rmse,exact_mae,exact_n,exact_spearman,exact_pearson,n_threshold_500nm,threshold_500nm_accuracy,threshold_500nm_balanced_accuracy,threshold_500nm_precision,threshold_500nm_recall,threshold_500nm_f1,threshold_500nm_auroc,threshold_500nm_auprc
test,legacy_global_canonical,44,overall,1743,0.9281325588372185,0.6857957732930514,1743.0,0.7897092019292405,0.7921745410051156,1406,0.9888074482797673,0.7590391389591087,1406.0,0.749062017941946,0.74380628300045,1743,0.8462421113023523,0.8449254403226067,0.807843137254902,0.8362652232746955,0.821808510638298,0.9164856137021602,0.8639788460179922
test,legacy_global_canonical,44,single,782,0.8835888920502812,0.691816299758337,782.0,0.7938641935211979,0.8060480874763072,708,0.903274502485501,0.7101638330420279,708.0,0.7757309719731887,0.7900949494570937,782,0.8414322250639387,0.8283146591970121,0.8159722222222222,0.7679738562091504,0.7912457912457913,0.9159595210633273,0.8588865155961712
test,legacy_global_canonical,44,flanks_agree,247,1.1510900425075166,0.8495541192621354,247.0,0.6081258652994438,0.6677607462733387,204,1.1970413851127681,0.9111721894758589,204.0,0.412165264038578,0.46182683611835657,247,0.8016194331983806,0.780951405951406,0.803680981595092,0.8851351351351351,0.8424437299035369,0.8175675675675675,0.8390409827720156
test,legacy_global_canonical,44,within_gene_canonical,15,0.9530054612917016,0.7034992615381876,15.0,0.6550802351708411,0.7486940492679165,10,1.1126019000936975,0.8073842644691467,10.0,0.39506925531585907,0.6083462264612454,15,0.8666666666666667,0.8611111111111112,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9074074074074074,0.8178571428571427
test,legacy_global_canonical,44,cross_gene_unresolved,63,0.7878440651957045,0.6591082417539188,63.0,0.7923521836962689,0.9036165516722295,34,0.9844624886419326,0.8391548892592683,34.0,0.6654160321584577,0.7652691023055833,63,0.9841269841269841,0.9875,0.9583333333333334,1.0,0.9787234042553191,0.9956521739130435,0.9922513686691381
test,legacy_global_canonical,44,within_gene_unresolved,4,1.441564484710985,1.214081721380353,4.0,-0.8944271909999159,-0.9999987666753728,4,1.441564484710985,1.214081721380353,4.0,-0.8944271909999159,-0.9999987666753728,4,1.0,0.5,1.0,1.0,1.0,,
test,legacy_global_canonical,44,unresolved_union,67,0.8412537173088398,0.6922409868062432,67.0,0.8157354576842705,0.9095724953836025,38,1.0420638677111231,0.8786208715878034,38.0,0.6948587339543054,0.7758401917750322,67,0.9850746268656716,0.9875,0.9642857142857143,1.0,0.9818181818181818,0.9962962962962963,0.9943995236587829
test,legacy_global_canonical,44,unmapped,632,0.8917922803384426,0.6132423796549534,632.0,0.7793251183690738,0.811614910144135,446,1.0056855119228774,0.7557678770507799,446.0,0.7175157139316296,0.7423792250422186,632,0.8544303797468354,0.8575605680868839,0.7857142857142857,0.873015873015873,0.8270676691729324,0.9325396825396826,0.8886388080297616
val,mask_unresolved,42,overall,1727,0.9427407649898532,0.7259777384865694,1727.0,0.7960677323835095,0.8062921419593552,1388,0.987506020270988,0.7794873791972246,1388.0,0.7760099020145063,0.7668666467595394,1727,0.8540822235089751,0.8561142704424349,0.8,0.8686030428769018,0.8328912466843502,0.9253959266667768,0.8791519535346374
val,mask_unresolved,42,single,790,0.9319194160174369,0.738999937300252,790.0,0.7767105926626732,0.794092043229715,713,0.9224720197209698,0.7320309445982979,713.0,0.7882297600810504,0.7874230807785951,790,0.8430379746835444,0.8403157126561382,0.7442622950819672,0.8315018315018315,0.7854671280276817,0.9250430420643186,0.850096237845786
val,mask_unresolved,42,flanks_agree,236,0.9839101056059647,0.7559087107873569,236.0,0.7651736177679672,0.7950987498520943,191,1.0619237492110956,0.8303528784613334,191.0,0.6120517346388635,0.651479301553289,236,0.8432203389830508,0.8322765700483092,0.8639455782312925,0.8819444444444444,0.872852233676976,0.8941727053140096,0.8981137006914222
val,mask_unresolved,42,within_gene_canonical,17,1.1912535710919678,0.9770652231048135,17.0,0.7334605256221622,0.7387641005116315,12,1.073231551220189,0.8759164760510126,12.0,0.5573270251522321,0.560134027710401,17,0.7058823529411765,0.6944444444444444,0.6666666666666666,0.8888888888888888,0.761904761904762,0.8055555555555556,0.83505291005291
