run_id,label,epoch,epoch_time_s,train_grad_norm_output,train_loss,train_loss_censor_nll,train_loss_gaussian_nll,train_mean_sigma,train_n_censored,train_n_exact,val_accuracy,val_auprc,val_auroc,val_balanced_accuracy,val_f1,val_loss,val_n_samples,val_pearson,val_precision,val_recall,val_rmse_log10,val_spearman,train_crossing_penalty,train_loss_q10,train_loss_q25,train_loss_q50,train_loss_q75,train_loss_q90,display_label
dist-ba-v2-c05,c05_gaussian_affine_max50k,11,4.23,1.78850310948468,1.6103793049967565,0.4931937206623166,2.0141303677891575,1.7458832661310832,67.51162790697674,186.7906976744186,0.8592256307601929,0.8696163892745972,0.9284577965736389,0.8443721830844879,0.7976640211832104,1.699400733498966,4184,0.8165259957313538,0.8001378178596497,0.7952054738998413,0.8470832109451294,0.7835572361946106,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,12,4.28,1.7882040517274724,1.596826620804247,0.4819105075773343,1.9996569350708362,1.716104453848314,67.51162790697674,186.7906976744186,0.8642447590827942,0.8762744665145874,0.9322264194488525,0.846002072095871,0.8015373902251814,1.690646017298979,4184,0.8262077569961548,0.8181169629096985,0.7856164574623108,0.8483157157897949,0.7947831153869629,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,13,4.67,1.777651001778684,1.5775137095488319,0.469620160585226,1.9779242859330288,1.6776037964709969,67.51162790697674,186.7906976744186,0.8644837737083435,0.8789289593696594,0.9338610768318176,0.8582629263401031,0.8118154718482362,1.7302797576960396,4184,0.8247457146644592,0.7875080704689026,0.8376712203025818,0.8413150310516357,0.7899097204208374,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,14,4.37,1.8824082363483519,1.5680793782537297,0.4535923785017442,1.966929600220318,1.6496218969655592,67.51162790697674,186.7906976744186,0.8604206442832947,0.8747633099555969,0.9315246343612671,0.8408404290676117,0.7950877242852954,1.812700124347911,4184,0.8250558972358704,0.8151079416275024,0.7760273814201355,0.8485686779022217,0.7885280251502991,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,15,4.18,1.6612856443538222,1.5512424402458722,0.4514605834964634,1.9489323399787726,1.6325320180996443,67.51162790697674,186.7906976744186,0.8601816296577454,0.8728810548782349,0.9324708580970764,0.8508272469043732,0.803625366904549,1.75117430266212,4184,0.8211959004402161,0.7880184054374695,0.8198630213737488,0.8415213823318481,0.7917910814285278,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,16,4.17,1.7468640836634377,1.5438749891842982,0.4446772135967432,1.9410982076511827,1.618308705876964,67.51162790697674,186.7906976744186,0.8695028424263,0.8859060406684875,0.9378457069396973,0.8621175587177277,0.8175133718089519,1.8272782108362984,4184,0.8340657949447632,0.7983028888702393,0.8376712203025818,0.8142468929290771,0.8027501702308655,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,17,4.16,1.7427516732104988,1.521505445472954,0.4293588041797165,1.9172180937242138,1.572628754053929,67.51162790697674,186.7906976744186,0.8649617433547974,0.8811403512954712,0.9355570077896118,0.8497309684753418,0.8051052201528109,1.7372687143438004,4184,0.8301807641983032,0.8109798431396484,0.7993150949478149,0.8284139037132263,0.7913780212402344,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,18,4.17,1.7455646728360377,1.516342323879863,0.42849815099738364,1.9091818157092546,1.5549328336419985,67.51162790697674,186.7906976744186,0.8656787872314453,0.8753397464752197,0.9350870847702026,0.8466266393661499,0.8028070229668,1.8661243705188526,4184,0.8302351236343384,0.8230215907096863,0.783561646938324,0.8332257270812988,0.8002794981002808,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,19,4.62,1.778320780096128,1.5042561736217765,0.40848352003467175,1.8975751058075778,1.5371849056362181,67.51162790697674,186.7906976744186,0.8652007579803467,0.8692915439605713,0.9316797852516174,0.8424456417560577,0.7988587609529026,1.775926600484287,4184,0.8243560791015625,0.8333333134651184,0.767123281955719,0.858227014541626,0.7961886525154114,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c05,c05_gaussian_affine_max50k,20,4.13,1.8247076152831085,1.4962650962578234,0.4007813671762629,1.8901185749113099,1.5227746538413587,67.51162790697674,186.7906976744186,0.859942615032196,0.88306725025177,0.9338896870613098,0.8541397452354431,0.8062169396755641,3.7112211620106415,4184,0.8300833702087402,0.779411792755127,0.834931492805481,0.8284406065940857,0.7971574068069458,,,,,,,c05_gaussian_affine_max50k
dist-ba-v2-c06,c06_gaussian_affine_max250k,1,5.89,3.9034263283707373,2.5559489348138027,1.2609779746957528,3.02269002818322,5.334540112998134,67.51162790697674,186.7906976744186,0.7815487384796143,0.7284624576568604,0.8388557434082031,0.7351366877555847,0.6500765767955884,1.9931625408284805,4184,0.626278817653656,0.7369791865348816,0.5815068483352661,1.2109434604644775,0.6363309621810913,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,2,4.7,1.7471588575100714,1.9963315679121387,0.7169638259928356,2.4582153179848842,3.0267989506093107,67.51162790697674,186.7906976744186,0.7932600378990173,0.768933892250061,0.8577600717544556,0.7636770009994507,0.6920612314496197,1.9341132816146402,4184,0.6659597158432007,0.7205337285995483,0.6657534241676331,1.1484625339508057,0.6671596169471741,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,3,4.3,1.5999763903691786,1.9189199310864589,0.6820848632690518,2.3658328499904897,2.791168776593467,67.51162790697674,186.7906976744186,0.8159655928611755,0.8155918121337891,0.8872847557067871,0.7679249048233032,0.697802202974008,1.8545985256924349,4184,0.7203472852706909,0.8170955777168274,0.6089041233062744,1.1081557273864746,0.7154864072799683,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,4,4.5,1.7188947362493174,1.8134478025658185,0.5755529870358549,2.2601799539817398,2.475060043408889,67.51162790697674,186.7906976744186,0.8369981050491333,0.8358782529830933,0.910343587398529,0.8279373645782471,0.7735723732817968,1.8412112909204819,4184,0.7673873901367188,0.750644326210022,0.7979452013969421,1.0636426210403442,0.7569867968559265,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,5,4.35,1.357595519964085,1.7343961970750676,0.5053454441155574,2.1812064000802445,2.241293951522472,67.51162790697674,186.7906976744186,0.8482313752174377,0.8473451137542725,0.9176308512687683,0.8286187648773193,0.7783595126098601,1.7588823437690735,4184,0.773186981678009,0.7935943007469177,0.7636986374855042,1.015064001083374,0.757418155670166,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,6,4.28,1.4965737734654152,1.7057408066683037,0.47511846248724665,2.1509042932081592,2.1281998517901397,67.51162790697674,186.7906976744186,0.8472753167152405,0.8542218804359436,0.92042475938797,0.8294736742973328,0.778816184784083,1.7151624016902025,4184,0.7934094071388245,0.787263810634613,0.7705479264259338,1.013895869255066,0.7675616145133972,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,7,4.26,1.3280730252118074,1.6724959251492522,0.4516534079876981,2.1136092086170994,2.05011626823928,67.51162790697674,186.7906976744186,0.8570745587348938,0.8619275093078613,0.9288040399551392,0.8346157073974609,0.7877927825454814,1.7143767476081848,4184,0.8054125905036926,0.8173785209655762,0.7602739930152893,0.9859676361083984,0.7763242125511169,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,8,4.69,1.3544716645580854,1.6474934058595998,0.44409368308477626,2.083230028780856,1.9703426869340646,67.51162790697674,186.7906976744186,0.8525334596633911,0.8712483644485474,0.930931031703949,0.8484495878219604,0.7980360050414287,1.697438688839183,4184,0.8018885254859924,0.7642633318901062,0.834931492805481,0.9648385643959045,0.7834760546684265,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,9,4.29,1.3146426686944888,1.6250885974529177,0.4183448118756908,2.0618903609209283,1.9484256866366365,67.51162790697674,186.7906976744186,0.8608986735343933,0.8632157444953918,0.9299840927124023,0.8350099623203278,0.7898916937542401,1.7273391204721786,4184,0.8094360828399658,0.8351144790649414,0.749315083026886,0.9977372288703918,0.7835777997970581,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,10,4.27,1.470727823039358,1.6076401056245315,0.39998262231202086,2.044767738312714,1.8831577116204787,67.51162790697674,186.7906976744186,0.8608986735343933,0.8702017068862915,0.9351119995117188,0.840412974357605,0.7949260020246677,1.692231116925969,4184,0.8109865188598633,0.8185776472091675,0.7726027369499207,0.9666293859481812,0.7880780696868896,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,11,4.32,1.4533969681392345,1.5884210536646288,0.3842266565838525,2.0237186601919723,1.846663275430369,67.51162790697674,186.7906976744186,0.8723709583282471,0.8784359097480774,0.9370173811912537,0.8635256290435791,0.8202020145616445,1.6660073119051315,4184,0.8067383766174316,0.8066225051879883,0.8342465758323669,0.9390527009963989,0.7891470789909363,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,12,4.31,1.4062007074208223,1.5706165465273598,0.37572401681149653,2.002009922219801,1.8066874261974364,67.51162790697674,186.7906976744186,0.8675908446311951,0.8741638660430908,0.9338039755821228,0.8515911102294922,0.8080388112865572,1.7439635360942167,4184,0.8148851990699768,0.8176718354225159,0.7986301183700562,1.032533884048462,0.7840002179145813,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,13,4.72,1.3642139601152996,1.5585239543471225,0.36798015121341676,1.9885693076969118,1.7887727308642956,67.51162790697674,186.7906976744186,0.8685468435287476,0.878350555896759,0.9361804127693176,0.8591585755348206,0.8146900317412656,1.6808082286049337,4184,0.8079850673675537,0.8017241358757019,0.8280822038650513,0.9597811102867126,0.7838545441627502,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,14,4.31,1.4112154444058735,1.5504030543704366,0.3542090439519217,1.978446736816288,1.7629258586454761,67.51162790697674,186.7906976744186,0.8690248727798462,0.8825704455375671,0.939367949962616,0.851262241601944,0.8085255166956101,1.6822927664307987,4184,0.8143163323402405,0.8252496719360352,0.7924657464027405,0.9496129155158997,0.784634530544281,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,15,4.32,1.4317632945933083,1.532388832217963,0.3545701181472734,1.957894012909527,1.7371238867441814,67.51162790697674,186.7906976744186,0.8733269572257996,0.8824276328086853,0.9391441345214844,0.8602870404720306,0.8182441692880453,1.6998059293803047,4184,0.8161512017250061,0.8193681240081787,0.817123293876648,0.9604852795600891,0.7877323031425476,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,16,4.34,1.356959950092227,1.5304916976958283,0.35006683071454364,1.9572599913722786,1.7308858328087384,67.51162790697674,186.7906976744186,0.8747609853744507,0.8852781653404236,0.9398642182350159,0.8545551300048828,0.8144475653537866,1.6700356427360983,4184,0.8184401988983154,0.8431084752082825,0.7876712083816528,0.96619713306427,0.7870944142341614,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,17,4.32,1.42516386000685,1.5052443641100743,0.33335813106030454,1.9297420174576516,1.678281118703443,67.51162790697674,186.7906976744186,0.8778680562973022,0.8860078454017639,0.9406245946884155,0.8653636872768402,0.824820003687819,1.6695733315804426,4184,0.8225700259208679,0.8256691694259644,0.8239725828170776,0.9495789408683777,0.7907353639602661,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,18,4.31,1.406044560809468,1.5066367313843365,0.33810467590657317,1.9294326000435407,1.683912848317346,67.51162790697674,186.7906976744186,0.8733269572257996,0.8882321119308472,0.9407309889793396,0.8583801090717316,0.8167358289373551,1.7108386754989624,4184,0.8246413469314575,0.8247206807136536,0.8089041113853455,0.9553466439247131,0.797588586807251,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,19,4.77,1.438802879448085,1.4944806450097137,0.3228796752270802,1.915069774139759,1.6505964781886848,67.51162790697674,186.7906976744186,0.8683078289031982,0.8777729868888855,0.9350501298904419,0.8510294258594513,0.8079470288839605,1.683745363179375,4184,0.8189696073532104,0.8225691914558411,0.7938356399536133,0.958087146282196,0.7861629128456116,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c06,c06_gaussian_affine_max250k,20,4.32,1.5072037776311238,1.487630850584932,0.31880554909160896,1.907993343449378,1.6409262159998104,67.51162790697674,186.7906976744186,0.8723709583282471,0.8859623074531555,0.938007116317749,0.8630488812923431,0.8198380628661891,1.7433081900372225,4184,0.8179998397827148,0.8078457713127136,0.8321917653083801,0.9431907534599304,0.7880010604858398,,,,,,,c06_gaussian_affine_max250k
dist-ba-v2-c07,c07_gaussian_additive_max50k,1,5.98,2.379929604167624,3.228988477425982,1.90739422020062,3.706410286038421,11.75412522083105,67.51162790697674,186.7906976744186,0.3489483892917633,0.2987487316131592,0.4338759481906891,0.5,0.5173635879056444,2.927610530572779,4184,0.0,0.3489483892917633,1.0,6.342550277709961,-0.1225406602025032,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,2,4.63,0.5917419109695642,2.902156195899313,1.472140485002089,3.418396561644798,12.05486898644026,67.51162790697674,186.7906976744186,0.3489483892917633,0.2937093675136566,0.4175645709037781,0.5,0.5173635879056444,2.9039653679903816,4184,-0.14054951071739197,0.3489483892917633,1.0,6.329151153564453,-0.1542041301727295,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,3,4.15,1.6583167349183283,2.0945127712663756,0.881477952003479,2.5317803168481636,3.843610401301421,67.51162790697674,186.7906976744186,0.7980401515960693,0.775780975818634,0.8580441474914551,0.7582900822162628,0.6841121571785973,1.9056439820457907,4184,0.6892637610435486,0.7530864477157593,0.6267123222351074,1.0889127254486084,0.6725890636444092,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,4,4.32,1.6191010107827741,1.8955219475797904,0.7598787148793539,2.306981169900229,2.6181161958117816,67.51162790697674,186.7906976744186,0.812141478061676,0.817829966545105,0.8892008066177368,0.7540231049060822,0.6760098931194504,1.9061954547377193,4184,0.737231969833374,0.8488612771034241,0.5616438388824463,1.0830819606781006,0.7195523381233215,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,5,4.21,1.89703264485958,1.8213940886564033,0.6913204401038414,2.2306697165319163,2.3721378320871396,67.51162790697674,186.7906976744186,0.8305449485778809,0.8348497748374939,0.9026837944984436,0.7981911301612854,0.7400073318792705,1.785352226565866,4184,0.7722222208976746,0.7963693737983704,0.6910958886146545,0.9616947174072266,0.7481974959373474,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,6,4.18,1.553464948206909,1.7583097644554553,0.6257758057394693,2.169570492219555,2.13471226174702,67.51162790697674,186.7906976744186,0.8465583324432373,0.8489583730697632,0.9125286340713501,0.8203417658805847,0.769396551272319,1.7506529864142923,4184,0.7913682460784912,0.8089123964309692,0.733561635017395,0.9237561225891113,0.7624106407165527,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,7,4.15,1.5506988810014355,1.7153082217356956,0.5850013838719952,2.122061860653781,2.006124202595201,67.51162790697674,186.7906976744186,0.834130048751831,0.8439806699752808,0.9137635231018066,0.7898205816745758,0.7301710841868799,1.8225491362459518,4184,0.7935608625411987,0.8444244861602783,0.6431506872177124,0.9469478130340576,0.7656949162483215,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,8,4.57,1.8122343018997547,1.698363557342411,0.572633622459663,2.1080313967179882,1.9447496473327164,67.51162790697674,186.7906976744186,0.855879545211792,0.8653026223182678,0.9281834363937378,0.822891891002655,0.7755861552139897,1.737130796208101,4184,0.8137763142585754,0.8492257595062256,0.7136986255645752,0.8907813429832458,0.7789164781570435,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,9,4.13,1.6518409483192502,1.6722116627434427,0.5498835807160813,2.0768100984336795,1.884268315263497,67.51162790697674,186.7906976744186,0.8484703898429871,0.8614742159843445,0.9268656969070435,0.814023494720459,0.7632561513936096,1.7572645545005798,4184,0.815426766872406,0.8390804529190063,0.699999988079071,0.8873336315155029,0.7782468199729919,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,10,4.12,1.7874728974907896,1.6508945707202882,0.5197015594142352,2.0598812223404876,1.8167108574578927,67.51162790697674,186.7906976744186,0.8527724742889404,0.858314573764801,0.9241583943367004,0.8247963488101959,0.7763253558873036,1.7513821896384745,4184,0.8061126470565796,0.8261205554008484,0.732191801071167,0.8937356472015381,0.7759018540382385,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,11,4.22,1.8405709756437199,1.6331461649532466,0.5068710952304131,2.03987686116566,1.7920234138651412,67.51162790697674,186.7906976744186,0.8542065024375916,0.8669387102127075,0.9281633496284485,0.8494166731834412,0.7996058008424249,1.758963192210478,4184,0.8185006380081177,0.7683081030845642,0.8335616588592529,0.8496890068054199,0.78925621509552,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,12,4.37,1.6491878771966741,1.6066142200499542,0.48514813554379366,2.0106596715690555,1.7257548755453538,67.51162790697674,186.7906976744186,0.8663957715034485,0.874517023563385,0.9334894418716431,0.8541694283485413,0.8095400475271515,1.7461801486856796,4184,0.8249156475067139,0.8054237365722656,0.8136986494064331,0.8470273017883301,0.7901514172554016,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,13,4.91,1.8976638543513393,1.6016164870225182,0.47856277573940365,2.007970774820609,1.7055112862771795,67.51162790697674,186.7906976744186,0.8692638874053955,0.8795517086982727,0.9347923994064331,0.8506512343883514,0.8081374906651956,1.7813515312531416,4184,0.8294302821159363,0.8281811475753784,0.7890411019325256,0.8395811319351196,0.795229971408844,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,14,4.46,1.7996921151183372,1.5790865800177405,0.45620025867639585,1.9827499777771707,1.664595741634221,67.51162790697674,186.7906976744186,0.8608986735343933,0.8764114379882812,0.933103621006012,0.8542383313179016,0.80677289618194,1.934969474287594,4184,0.8190131783485413,0.7828608155250549,0.8321917653083801,0.8582467436790466,0.7880263924598694,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,15,4.48,1.769164736418761,1.563884601112484,0.44790246389633004,1.9655989001887713,1.6305130951164304,67.51162790697674,186.7906976744186,0.8570745587348938,0.8729438185691833,0.9300851821899414,0.838906317949295,0.7917827304587265,1.8303670918240267,4184,0.823442280292511,0.80524080991745,0.7787671089172363,0.8476308584213257,0.7914319038391113,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,16,4.48,2.2030233491298765,1.5685137907663982,0.4388037797554519,1.975343338278837,1.625387848809708,67.51162790697674,186.7906976744186,0.864722728729248,0.875054121017456,0.9303618669509888,0.8511365354061127,0.8061643838882446,2.031329828150132,4184,0.8253061175346375,0.8061643838882446,0.8061643838882446,0.8614986538887024,0.7892233729362488,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,17,4.51,1.968856153100036,1.5460437989050104,0.42468490746132165,1.9505216086557668,1.591917447341505,67.51162790697674,186.7906976744186,0.859942615032196,0.8753658533096313,0.9301760196685791,0.8515971601009369,0.8041443752126556,2.1452422071905697,4184,0.8210192322731018,0.7852480411529541,0.8239725828170776,0.8511419296264648,0.7916176915168762,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,18,4.24,1.8770109789316045,1.53383483350739,0.42291087247142495,1.934803894323896,1.5773085198661154,67.51162790697674,186.7906976744186,0.8542065024375916,0.863154947757721,0.9276878237724304,0.8320952355861664,0.7841471923144376,2.3365442016545463,4184,0.8218086361885071,0.8111273646354675,0.7589040994644165,0.8614789247512817,0.787991464138031,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,19,4.64,1.8022392724835596,1.5287585683571276,0.42241124889647313,1.928977094879446,1.5694193350252255,67.51162790697674,186.7906976744186,0.8652007579803467,0.8752054572105408,0.9318715929985046,0.8551586270332336,0.8097166230887628,2.58718637157889,4184,0.8254255056381226,0.7978723645210266,0.8219178318977356,0.8487251996994019,0.7891632318496704,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c07,c07_gaussian_additive_max50k,20,4.21,1.7899693763533304,1.5136080490526302,0.4049951623576556,1.9123068724491799,1.5482909790305204,67.51162790697674,186.7906976744186,0.8649617433547974,0.8802239298820496,0.9333571195602417,0.8463937938213348,0.8022400849990252,4.15869670755723,4184,0.8316343426704407,0.8203292489051819,0.784931480884552,0.8347952365875244,0.7979168891906738,,,,,,,c07_gaussian_additive_max50k
dist-ba-v2-c08,c08_gaussian_additive_max250k,1,5.72,2.4369608212926592,3.2408231099446616,1.9058860249297565,3.723847374435543,11.843659930450972,67.51162790697674,186.7906976744186,0.3489483892917633,0.2987487316131592,0.4338759481906891,0.5,0.5173635879056444,2.9310187732472137,4184,0.0,0.3489483892917633,1.0,6.342550277709961,-0.1225406602025032,,,,,,,c08_gaussian_additive_max250k
dist-ba-v2-c08,c08_gaussian_additive_max250k,2,4.3,0.7993370566026184,2.8424206981363223,1.4357188348622285,3.3504069609235425,11.25604394609614,67.51162790697674,186.7906976744186,0.7375717163085938,0.6531919240951538,0.7700463533401489,0.6662432253360748,0.5335598850250347,2.14541662791196,4184,0.48227062821388245,0.7024608254432678,0.4301369786262512,1.2910377979278564,0.5111874341964722,,,,,,,c08_gaussian_additive_max250k
dist-ba-v2-c08,c08_gaussian_additive_max250k,3,3.84,1.9344167041686153,2.0111008864040523,0.7018965868524802,2.482264234114063,3.0725763768188714,67.51162790697674,186.7906976744186,0.7925429940223694,0.7655287981033325,0.8500440716743469,0.7537505328655243,0.6778025495670928,1.9399791780640097,4184,0.6634035706520081,0.7398703694343567,0.6253424882888794,1.165547490119934,0.6622005105018616,,,,,,,c08_gaussian_additive_max250k
