run_id,label,assay_mode,batch_size,cond_id,content_conditioned,device,embed_dim,epochs,head_type,lr,max_nM,n_bins,n_heads,n_layers,n_params,probe_alleles,seed,sigma_mult,test_rows,train_rows,val_rows,final_epoch,mean_epoch_s,best_val_loss,best_val_loss_epoch,final_val_loss,best_val_spearman,best_val_spearman_epoch,final_val_spearman,test_spearman,test_pearson,test_auroc,test_auprc,test_f1,test_balanced_accuracy,test_accuracy,test_precision,test_recall,test_rmse_log10,test_loss,display_label
v6ext-r01-c02-cc0-100ep-s42,c02_mhcflurry_additive_max100k_d32,additive,256,2,False,cuda,32,100,mhcflurry,0.001,100000,128,4,2,27186,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,100,1.9579999999999997,0.027192558627575636,34,0.030326245818287134,0.8267577886581421,43,0.8159413933753967,0.8369008898735046,0.8368889093399048,0.9371061325073242,0.8959139585494995,0.834737538013193,0.8633354306221008,0.8668407201766968,0.8235294222831726,0.8462549448013306,0.856495201587677,0.02737086173146963,c02_mhcflurry_additive_max100k_d32 [v6ext-r01-c02-cc0-100ep-s42]
v6ext-r06-c06-cc1-100ep-s42,c06_mhcflurry_additive_max100k_d64,additive,256,6,True,cuda,64,100,mhcflurry,0.001,100000,128,4,2,92018,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,100,1.8584,0.026983870659023523,16,0.030008737347088754,0.8318047523498535,16,0.8216318488121033,0.8363019824028015,0.831364631652832,0.9353218078613281,0.8936612606048584,0.8235294070581055,0.8537037372589111,0.8590078353881836,0.8192457556724548,0.8278580904006958,0.8763241171836853,0.02877217100467533,c06_mhcflurry_additive_max100k_d64
v6ext-r03-c02-cc0-100ep-s44,c02_mhcflurry_additive_max100k_d32,additive,256,2,False,cuda,32,100,mhcflurry,0.001,100000,128,4,2,27186,"[""HLA-A*02:01"", ""HLA-A*24:02""]",44,0.75,1960,15448,1956,100,1.6802999999999997,0.027326805982738733,46,0.03015121491625905,0.8325484991073608,38,0.8216043710708618,0.8347737789154053,0.8302301168441772,0.9360203146934509,0.9069674611091614,0.8140263075753876,0.8388754725456238,0.8484693765640259,0.8643617033958435,0.7692307829856873,0.8815417885780334,0.02821474173106253,c02_mhcflurry_additive_max100k_d32 [v6ext-r03-c02-cc0-100ep-s44]
v6ext-r02-c02-cc0-100ep-s43,c02_mhcflurry_additive_max100k_d32,additive,256,2,False,cuda,32,100,mhcflurry,0.001,100000,128,4,2,27186,"[""HLA-A*02:01"", ""HLA-A*24:02""]",43,0.75,1925,15465,1974,100,1.6695,0.02634764416143298,33,0.028875789837911725,0.839923083782196,33,0.8253242373466492,0.8319889903068542,0.8305128812789917,0.9324986338615417,0.8933677077293396,0.8214285466903953,0.8521738350391388,0.8597402572631836,0.8268974423408508,0.8160315155982971,0.8805603981018066,0.028091851621866226,c02_mhcflurry_additive_max100k_d32 [v6ext-r02-c02-cc0-100ep-s43]
v6ext-r04-c02-cc0-200ep-s42,c02_mhcflurry_additive_max100k_d32,additive,256,2,False,cuda,32,200,mhcflurry,0.001,100000,128,4,2,27186,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,200,1.74325,0.027192558627575636,34,0.03155114874243736,0.8267577886581421,43,0.8138261437416077,0.8319797515869141,0.8291916251182556,0.9368670582771301,0.8941340446472168,0.8313725678595031,0.8602455854415894,0.8652741312980652,0.827048122882843,0.8357424736022949,0.8830242156982422,0.02920556883327663,c02_mhcflurry_additive_max100k_d32 [v6ext-r04-c02-cc0-200ep-s42]
v6ext-r05-c02-cc0-200ep-s43,c02_mhcflurry_additive_max100k_d32,additive,256,2,False,cuda,32,200,mhcflurry,0.001,100000,128,4,2,27186,"[""HLA-A*02:01"", ""HLA-A*24:02""]",43,0.75,1925,15465,1974,200,2.7228,0.02634764416143298,33,0.03084886004216969,0.839923083782196,33,0.8153318762779236,0.8255497813224792,0.8232234716415405,0.9296537637710571,0.8881560564041138,0.8261150395655487,0.8566979765892029,0.8602597117424011,0.8129770755767822,0.8396846055984497,0.8990731239318848,0.029702730244025588,c02_mhcflurry_additive_max100k_d32 [v6ext-r05-c02-cc0-200ep-s43]
