epoch,train_loss,val_loss,epoch_wall_s,train_data_wait_s,train_forward_loss_s,train_backward_s,train_optimizer_s,gpu_busy_wall_s,val_wall_s,probe_eval_wall_s,current_lr,grad_norm_affinity_probe,grad_norm_binding_core,grad_norm_trunk_other,diverged,divergence_reason,synthetic_seed,observed_train_examples,skipped_train_batches,summary_write_wall_s,gpu_util_mean_pct,gpu_util_peak_pct,gpu_mem_util_mean_pct,gpu_mem_util_peak_pct,gpu_sample_count,gpu_peak_allocated_bytes,gpu_peak_reserved_bytes,gpu_peak_allocated_gib,gpu_peak_reserved_gib,val_spearman,val_pearson,val_rmse_log10,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auroc,val_auprc,val_n_samples,val_dissociation_constant_kd_spearman,val_dissociation_constant_kd_pearson,val_dissociation_constant_kd_rmse_log10,val_dissociation_constant_kd_accuracy,val_dissociation_constant_kd_balanced_accuracy,val_dissociation_constant_kd_precision,val_dissociation_constant_kd_recall,val_dissociation_constant_kd_f1,val_dissociation_constant_kd_auroc,val_dissociation_constant_kd_auprc,val_dissociation_constant_kd_n_samples,val_dissociation_constant_kd_(~ec50)_spearman,val_dissociation_constant_kd_(~ec50)_pearson,val_dissociation_constant_kd_(~ec50)_rmse_log10,val_dissociation_constant_kd_(~ec50)_accuracy,val_dissociation_constant_kd_(~ec50)_balanced_accuracy,val_dissociation_constant_kd_(~ec50)_precision,val_dissociation_constant_kd_(~ec50)_recall,val_dissociation_constant_kd_(~ec50)_f1,val_dissociation_constant_kd_(~ec50)_auroc,val_dissociation_constant_kd_(~ec50)_auprc,val_dissociation_constant_kd_(~ec50)_n_samples,val_dissociation_constant_kd_(~ic50)_spearman,val_dissociation_constant_kd_(~ic50)_pearson,val_dissociation_constant_kd_(~ic50)_rmse_log10,val_dissociation_constant_kd_(~ic50)_accuracy,val_dissociation_constant_kd_(~ic50)_balanced_accuracy,val_dissociation_constant_kd_(~ic50)_precision,val_dissociation_constant_kd_(~ic50)_recall,val_dissociation_constant_kd_(~ic50)_f1,val_dissociation_constant_kd_(~ic50)_auroc,val_dissociation_constant_kd_(~ic50)_auprc,val_dissociation_constant_kd_(~ic50)_n_samples,val_half_maximal_effective_concentration_(ec50)_spearman,val_half_maximal_effective_concentration_(ec50)_pearson,val_half_maximal_effective_concentration_(ec50)_rmse_log10,val_half_maximal_effective_concentration_(ec50)_accuracy,val_half_maximal_effective_concentration_(ec50)_balanced_accuracy,val_half_maximal_effective_concentration_(ec50)_precision,val_half_maximal_effective_concentration_(ec50)_recall,val_half_maximal_effective_concentration_(ec50)_f1,val_half_maximal_effective_concentration_(ec50)_auroc,val_half_maximal_effective_concentration_(ec50)_auprc,val_half_maximal_effective_concentration_(ec50)_n_samples,val_half_maximal_inhibitory_concentration_(ic50)_spearman,val_half_maximal_inhibitory_concentration_(ic50)_pearson,val_half_maximal_inhibitory_concentration_(ic50)_rmse_log10,val_half_maximal_inhibitory_concentration_(ic50)_accuracy,val_half_maximal_inhibitory_concentration_(ic50)_balanced_accuracy,val_half_maximal_inhibitory_concentration_(ic50)_precision,val_half_maximal_inhibitory_concentration_(ic50)_recall,val_half_maximal_inhibitory_concentration_(ic50)_f1,val_half_maximal_inhibitory_concentration_(ic50)_auroc,val_half_maximal_inhibitory_concentration_(ic50)_auprc,val_half_maximal_inhibitory_concentration_(ic50)_n_samples,val_coverage_weighted_spearman
1,0.058560984066509184,0.06561343384285769,327.725992992,243.44901589199984,33.7914163119996,10.79002069499995,1.2210647580002814,49.34956562699985,3.3213968109999996,0.22566705100001627,0.001,0.04952190978677074,0.017920364779286792,0.07123611555069112,False,,1052,120320,0,0.8429029849999665,13.234899328859061,74.0,2.848993288590604,16.0,298.0,9510514176.0,19438501888.0,8.857356548309326,18.103515625,0.48090285062789917,0.4910358786582947,1.247573971748352,0.7387685179710388,0.6582033783197403,0.6292639374732971,0.43648818135261536,0.5154411927627071,0.741539478302002,0.5843950510025024,15136.0,0.2543741762638092,0.42211049795150757,1.2586240768432617,0.7814269661903381,0.6371409147977829,0.4673202633857727,0.39071038365364075,0.4255952395793355,0.7455366849899292,0.4958057403564453,1766.0,0.19999662041664124,0.36541232466697693,1.0867646932601929,0.824591338634491,0.5562634170055389,0.6187499761581421,0.13077938556671143,0.2159214724161378,0.6827080845832825,0.3936559557914734,4099.0,0.4200471341609955,0.4012695550918579,1.4078269004821777,0.6597732901573181,0.6162283271551132,0.6312538385391235,0.38624337315559387,0.4792496905395373,0.6923913359642029,0.5803710222244263,6528.0,0.3307073414325714,0.2817617952823639,1.3730095624923706,0.7883211970329285,0.5430830121040344,0.2666666805744171,0.1818181872367859,0.21621622461920847,0.7308300137519836,0.31288591027259827,137.0,0.7506958842277527,0.7485895156860352,1.0221914052963257,0.770145833492279,0.7776448130607605,0.6723027229309082,0.8130477070808411,0.7360070408958742,0.8655916452407837,0.7723155617713928,2606.0,0.3972449137319281
2,0.03767108621590949,0.05875890174259742,321.984503673,238.36423410299994,33.055901352999,11.37936322899958,1.210127329002603,49.185217789001285,3.313337420000039,0.22648845800006256,0.001,0.03297554095574001,0.013819085032564836,0.07157525542537743,False,,2061,120320,0,0.3410366560000284,13.860068259385665,89.0,3.0102389078498293,24.0,293.0,10773627392.0,26094862336.0,10.033722400665283,24.302734375,0.5760645270347595,0.5820682048797607,1.1642729043960571,0.7605047821998596,0.7126480638980865,0.6354143023490906,0.5809464454650879,0.6069608559972638,0.8067886233329773,0.6428685784339905,15136.0,0.3692099153995514,0.5402770042419434,1.1629996299743652,0.8040770292282104,0.7452615201473236,0.5221238732337952,0.6448087692260742,0.5770171127850892,0.827224850654602,0.6432980298995972,1766.0,0.37792298197746277,0.5519521236419678,0.999352753162384,0.8338619470596313,0.6835407018661499,0.5635451674461365,0.4451783299446106,0.49741697728063305,0.8337467908859253,0.5457720756530762,4099.0,0.5275387167930603,0.5051779747009277,1.3095675706863403,0.6867340803146362,0.6621207296848297,0.6356658935546875,0.5321239829063416,0.579304674401032,0.7479293942451477,0.6313272714614868,6528.0,0.3302452862262726,0.3303391933441162,1.3952789306640625,0.8248175382614136,0.6199604570865631,0.4375,0.3181818127632141,0.3684210489991629,0.7284584045410156,0.38306495547294617,137.0,0.7642520666122437,0.7558990716934204,0.9936425685882568,0.7970069050788879,0.7957259714603424,0.7215302586555481,0.789678692817688,0.754067888398969,0.8775660991668701,0.7857556343078613,2606.0,0.5075177224333266
3,0.03216949631559088,0.05431640474125743,320.85147108599995,237.5984678569995,32.87951738399909,11.23828757299907,1.2019493579996379,48.84032986799775,3.2935516750000033,0.2270238779999545,0.001,0.030047680701257184,0.012621144690201152,0.07019080051320188,False,,3070,120320,0,0.6114089379999541,14.716723549488055,75.0,3.16382252559727,17.0,293.0,10773639680.0,26094862336.0,10.03373384475708,24.302734375,0.5887645483016968,0.6040743589401245,1.136968731880188,0.7727272510528564,0.7072301506996155,0.6862162351608276,0.5269821286201477,0.5961493241249417,0.8146950006484985,0.6731999516487122,15136.0,0.39640235900878906,0.591009795665741,1.0950294733047485,0.8335220813751221,0.7315456569194794,0.6071428656578064,0.5573770403862,0.5811965803170327,0.8544809818267822,0.6705015897750854,1766.0,0.4325474500656128,0.6062912940979004,0.9537331461906433,0.8443523049354553,0.707344263792038,0.5955055952072144,0.4900924563407898,0.5376811417515376,0.8700853586196899,0.6000053286552429,4099.0,0.5691989660263062,0.555597722530365,1.3018922805786133,0.701286792755127,0.6601577699184418,0.7111650705337524,0.44293272495269775,0.545877972931958,0.7719500064849854,0.674614667892456,6528.0,0.33983609080314636,0.3360249400138855,1.2613157033920288,0.8175182342529297,0.6339921057224274,0.42105263471603394,0.3636363744735718,0.3902439100270041,0.7288538217544556,0.3455285429954529,137.0,0.7832593321800232,0.7716211676597595,0.9671873450279236,0.7954719662666321,0.7898639738559723,0.7299813628196716,0.7633885145187378,0.7463112744479089,0.883979856967926,0.8002387881278992,2606.0,0.5468103051102912
4,0.029562684620155932,0.051614860103776056,318.707056179,235.65306475300008,32.92056872699857,11.225619883000263,1.1953069979996371,48.844066064998515,3.2861350499999844,0.2164354070000627,0.001,0.030059804033082685,0.012292185479732638,0.06758380618980762,False,,4079,120320,0,0.35613537200015344,14.272413793103448,75.0,3.0068965517241377,16.0,290.0,11674245120.0,33418117120.0,10.872488021850586,31.123046875,0.6333420276641846,0.6478612422943115,1.0920730829238892,0.7914243936538696,0.7400842607021332,0.7021173238754272,0.5987961888313293,0.6463537714729348,0.8393833637237549,0.7030054330825806,15136.0,0.4123327434062958,0.5977915525436401,1.0882700681686401,0.8454133868217468,0.7582162618637085,0.6317280530929565,0.6092896461486816,0.620305999127025,0.8558255434036255,0.6844446659088135,1766.0,0.4688306748867035,0.6582924723625183,0.8792998194694519,0.8672847151756287,0.7321363985538483,0.6865149140357971,0.5178335309028625,0.5903614414028466,0.8915954232215881,0.6518182158470154,4099.0,0.5930393934249878,0.579431414604187,1.2470993995666504,0.7230392098426819,0.6957146227359772,0.701442301273346,0.5513983368873596,0.6174354607660045,0.7848101854324341,0.694036602973938,6528.0,0.33505702018737793,0.316689133644104,1.3082221746444702,0.8321167826652527,0.6059288531541824,0.4615384638309479,0.27272728085517883,0.34285714991238647,0.7407114505767822,0.35455867648124695,137.0,0.7890993356704712,0.7796082496643066,0.9603856801986694,0.8046814799308777,0.8010379076004028,0.7371794581413269,0.7838364243507385,0.759792343032719,0.8891353011131287,0.8026505708694458,2606.0,0.569739257532859
5,0.027265952579043014,0.048687732530136904,321.75571680100006,238.27571483500515,33.00038660999894,11.218447288001926,1.201322918998585,48.95529443099963,3.3027010079999854,0.23243660600019211,0.001,0.02529781023859308,0.010571748215988042,0.06343453636941399,False,,5088,120320,0,0.3760631350000949,14.414965986394558,73.0,3.057823129251701,19.0,294.0,11674243584.0,33418117120.0,10.872486591339111,31.123046875,0.6363925933837891,0.6606747508049011,1.0811538696289062,0.7962473630905151,0.7360431253910065,0.7304624915122986,0.5703611373901367,0.6405594243876327,0.8431316614151001,0.7204675674438477,15136.0,0.4178006052970886,0.6326718330383301,1.0541257858276367,0.8522083759307861,0.7635109424591064,0.6530612111091614,0.6120218634605408,0.63187587821104,0.8601073622703552,0.6997294425964355,1766.0,0.4701758027076721,0.6958838105201721,0.8490838408470154,0.878262996673584,0.779740184545517,0.6880466341972351,0.6235138773918152,0.6541926520720472,0.9050418138504028,0.6960131525993347,4099.0,0.6136325001716614,0.5998193621635437,1.2504256963729858,0.725949764251709,0.6893175691366196,0.742501437664032,0.4958427846431732,0.594606852958789,0.7951152324676514,0.7117024064064026,6528.0,0.3481901288032532,0.3444099426269531,1.3030436038970947,0.8467153310775757,0.6146245151758194,0.5454545617103577,0.27272728085517883,0.3636363744735718,0.7209485769271851,0.40239107608795166,137.0,0.7984940409660339,0.7860320806503296,0.946641743183136,0.8027628660202026,0.787370502948761,0.7685863971710205,0.7147030234336853,0.7406660011155329,0.8930066227912903,0.8213884234428406,2606.0,0.5813594717083471
6,0.025874695930867754,0.047241001452008886,323.9900424770001,240.52946295499964,32.98295247899546,11.179857006001157,1.200286138999445,48.89027029599606,3.3045345279999765,0.22264014400002452,0.001,0.027671010750696483,0.010897530273210275,0.06347934299488721,False,,6097,120320,0,0.3590711410001859,13.391891891891891,74.0,2.875,16.0,296.0,8522065408.0,33418117120.0,7.936791896820068,31.123046875,0.6673269271850586,0.6799278855323792,1.057176113128662,0.7998149991035461,0.7531533539295197,0.7112476229667664,0.6247405409812927,0.6651933553524977,0.8543260097503662,0.7259700298309326,15136.0,0.38770830631256104,0.6294606328010559,1.0502787828445435,0.8612684011459351,0.7823419272899628,0.6713880896568298,0.6475409865379333,0.6592489524614943,0.8623185157775879,0.7127408385276794,1766.0,0.44912442564964294,0.7067616581916809,0.8290346264839172,0.878262996673584,0.7541956305503845,0.7201365232467651,0.5574636459350586,0.6284437674694856,0.9064561128616333,0.7105172872543335,4099.0,0.6173326373100281,0.6025109887123108,1.219346284866333,0.7317708134651184,0.7058237791061401,0.7115839123725891,0.5687830448150635,0.6322201022895934,0.797380805015564,0.7089592218399048,6528.0,0.3618645668029785,0.32610267400741577,1.284145474433899,0.8175182342529297,0.560474306344986,0.3636363744735718,0.1818181872367859,0.24242424964904785,0.6818181872367859,0.2987433075904846,137.0,0.8055427074432373,0.792594850063324,0.9228174686431885,0.8042977452278137,0.8070186078548431,0.7215081453323364,0.8198636770248413,0.7675478589337641,0.8922586441040039,0.8057260513305664,2606.0,0.5750806743720148
7,0.024569192290940182,0.04962574069698652,322.3477535139998,239.4050364590039,32.83493106600281,11.186644525001157,1.2031189000015274,48.74369295000565,3.296942500000114,0.22205595900004482,0.001,0.025957809044191406,0.010927681597551806,0.06328335514902753,False,,7106,120320,0,0.36724477300003855,13.83673469387755,75.0,2.9693877551020407,17.0,294.0,9510500864.0,33418117120.0,8.857344150543213,31.123046875,0.6599229574203491,0.6831755042076111,1.0862103700637817,0.8004096150398254,0.7493852972984314,0.7207074165344238,0.6089663505554199,0.6601417221695676,0.856482982635498,0.7307868003845215,15136.0,0.4190782308578491,0.6464083790779114,1.0724114179611206,0.855039656162262,0.770341545343399,0.6580459475517273,0.625683069229126,0.6414565734292189,0.8761319518089294,0.7142904996871948,1766.0,0.49029630422592163,0.7250209450721741,0.8142721652984619,0.8831422328948975,0.7842650711536407,0.706845223903656,0.6274768710136414,0.6648005471474909,0.9229832887649536,0.7243335843086243,4099.0,0.630591630935669,0.6126883625984192,1.2640608549118042,0.7280943393707275,0.6977990865707397,0.7205063104629517,0.5377929210662842,0.6158840181117267,0.8032625913619995,0.7160772085189819,6528.0,0.3805047869682312,0.34453830122947693,1.252099633216858,0.8175182342529297,0.615612655878067,0.4117647111415863,0.3181818127632141,0.35897435752441026,0.7154150009155273,0.33767426013946533,137.0,0.8040933609008789,0.785578727722168,0.9723522067070007,0.8135073184967041,0.8074699938297272,0.7554296255111694,0.7789678573608398,0.7670181987914834,0.8942744731903076,0.8139761686325073,2606.0,0.5955282325440935
8,0.023270512082950865,0.04757942793269952,322.580094682,239.39804125899082,32.88634911600229,11.17898734899336,1.2082159410051645,48.77956081500133,3.282232844000191,0.2237755650003237,0.001,0.02465095653079313,0.010057407830737403,0.05953682758030949,False,,8115,120320,0,0.36609719699981724,14.13265306122449,75.0,3.0374149659863945,16.0,294.0,6993101824.0,33418117120.0,6.512833595275879,31.123046875,0.6626816391944885,0.6845479011535645,1.054775595664978,0.8017970323562622,0.7528369426727295,0.719671368598938,0.618098795413971,0.6650290430914934,0.8585073947906494,0.7390575408935547,15136.0,0.4253884553909302,0.6585302948951721,1.0311510562896729,0.855039656162262,0.7723594903945923,0.65625,0.631147563457489,0.6434540506766372,0.8722677826881409,0.7053979635238647,1766.0,0.475972980260849,0.7227813005447388,0.8307533860206604,0.8892412781715393,0.8181479275226593,0.6980392336845398,0.7054161429405212,0.7017083008809537,0.9155083298683167,0.7372387647628784,4099.0,0.6366165280342102,0.6221047639846802,1.2176157236099243,0.7274816036224365,0.6987879872322083,0.7136520743370056,0.5472410917282104,0.619465234303737,0.8076955676078796,0.7289731502532959,6528.0,0.33293819427490234,0.3376218378543854,1.2632838487625122,0.8321167826652527,0.6794466525316238,0.4761904776096344,0.4545454680919647,0.46511628683867995,0.7217391729354858,0.38019371032714844,137.0,0.8081035017967224,0.7973154187202454,0.9262806177139282,0.8127398490905762,0.79917773604393,0.7775489091873169,0.735150933265686,0.7557557556452662,0.9001649022102356,0.8247169256210327,2606.0,0.5952439357567949
9,0.022218344957032735,0.04424934728691975,324.81171777400004,241.4371165840098,32.93591255200454,11.193316602002142,1.2118952299997545,48.84614898600648,3.286238985000182,0.21878561699986676,0.001,0.026304210287093996,0.0106029591666091,0.059129471000730585,False,,9124,120320,0,0.3638342509998438,14.52364864864865,74.0,3.0878378378378377,16.0,296.0,9510514176.0,33418117120.0,8.857356548309326,31.123046875,0.6875979900360107,0.7076498866081238,1.021215796470642,0.808932363986969,0.7576279640197754,0.7399103045463562,0.6164383292198181,0.6725543279246785,0.8693920373916626,0.7600034475326538,15136.0,0.45816105604171753,0.6665679216384888,1.0158960819244385,0.8759909272193909,0.7724570631980896,0.754325270652771,0.5956284403800964,0.6656488749594838,0.8768735527992249,0.7364648580551147,1766.0,0.511335551738739,0.75356525182724,0.769159734249115,0.8968040943145752,0.7865125834941864,0.7820945978164673,0.6116248369216919,0.6864343983790414,0.9333046674728394,0.782263457775116,4099.0,0.6409355401992798,0.6346290111541748,1.1815398931503296,0.736213207244873,0.7063702344894409,0.7333333492279053,0.5487528443336487,0.6277561731097661,0.8109104037284851,0.7406931519508362,6528.0,0.3712593615055084,0.33499136567115784,1.2842687368392944,0.8175182342529297,0.6339921057224274,0.42105263471603394,0.3636363744735718,0.3902439100270041,0.7426878213882446,0.35944002866744995,137.0,0.8096462488174438,0.7978010177612305,0.9184273481369019,0.8069838881492615,0.8070226013660431,0.7310405373573303,0.8072054386138916,0.767237368821303,0.8975872993469238,0.8222904205322266,2606.0,0.6111194975496945
10,0.021611046388824568,0.043105310884614785,325.5236631880002,241.78181024599962,33.04221139300125,11.179269936998935,1.2123308209997958,48.95627262900007,3.2988232640000206,0.22363721400006398,0.001,0.0227135535112672,0.009345130665571725,0.05645855513783811,False,,10133,120320,0,1.7045024610001747,13.24915824915825,73.0,2.8585858585858586,16.0,297.0,10773627392.0,33418117120.0,10.033722400665283,31.123046875,0.6877902150154114,0.7084187269210815,1.0233486890792847,0.8082716464996338,0.7666028439998627,0.7194228172302246,0.6519302725791931,0.684015687603507,0.869454562664032,0.7536159753799438,15136.0,0.463980495929718,0.6894059181213379,0.9913454055786133,0.8759909272193909,0.7906186580657959,0.7261538505554199,0.6448087692260742,0.6830680339337657,0.8818579316139221,0.7436960339546204,1766.0,0.5054155588150024,0.7516362071037292,0.7837076783180237,0.8921688199043274,0.802062064409256,0.7306002974510193,0.6591809988021851,0.6930555693867879,0.9307093024253845,0.7551013827323914,4099.0,0.6423553824424744,0.630954921245575,1.1831327676773071,0.7378982901573181,0.7160296142101288,0.7084262371063232,0.6005290746688843,0.6500306753232855,0.8109455108642578,0.7368447184562683,6528.0,0.38004276156425476,0.36601510643959045,1.2529703378677368,0.7883211970329285,0.5614624544978142,0.29411765933036804,0.22727273404598236,0.25641026538426276,0.7173912525177002,0.37449830770492554,137.0,0.8150076866149902,0.7982825040817261,0.9281368851661682,0.8077513575553894,0.8047625422477722,0.7395263910293579,0.7906523942947388,0.7642352871696179,0.8961782455444336,0.8172764778137207,2606.0,0.6118102376871047
