run_id,label,batch_size,d_model,epochs,max_samples,n_heads,n_layers,seed,final_epoch,best_val_loss,best_val_loss_epoch,final_val_loss,display_label
mhc-pretrain-20260308b,mhc-pretrain-20260308b,192,128,1,,4,2,42,1,0.07161711533714471,1,0.07161711533714471,mhc-pretrain-20260308b
