run_id,label,epoch,train_class_acc,train_loss,train_species_acc,train_type_acc,val_class_acc,val_loss,val_species_acc,val_type_acc,display_label
mhc-pretrain-20260308b,mhc-pretrain-20260308b,1,0.99873291890681,0.10943482082489858,0.9272597727190995,0.997873736828856,1.0,0.07161711533714471,0.9705720874052927,1.0,mhc-pretrain-20260308b
