run_id,label,epoch,epoch_time_s,train_grad_norm_output,train_loss,train_loss_mhcflurry,val_accuracy,val_auprc,val_auroc,val_balanced_accuracy,val_f1,val_loss,val_n_samples,val_pearson,val_precision,val_recall,val_rmse_log10,val_spearman,display_label
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,1,3.53,0.047106994010630204,0.08022491884280424,0.08022491884280424,0.7915580868721008,0.7883068919181824,0.8703213930130005,0.7856315672397614,0.7429305940444798,0.05272023472934961,1919,0.682529866695404,0.7297979593276978,0.7565445303916931,1.1375792026519775,0.6887308955192566,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,2,2.13,0.03892467823642932,0.04603457963857494,0.04603457963857494,0.8269932270050049,0.841917097568512,0.9054203629493713,0.8252600729465485,0.7898734238896111,0.042176768416538835,1919,0.7554747462272644,0.7647058963775635,0.8167539238929749,1.0193018913269043,0.7520172595977783,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,3,2.13,0.029527934199412825,0.0397726336463553,0.0397726336463553,0.8426263928413391,0.8509885668754578,0.9121585488319397,0.8369177877902985,0.8036411097280806,0.03895735554397106,1919,0.7757548093795776,0.7984496355056763,0.8089005351066589,0.9806637167930603,0.7678921222686768,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,4,2.43,0.021401490958896083,0.037237849941507715,0.037237849941507715,0.8379364013671875,0.8541375994682312,0.9147889018058777,0.8221657574176788,0.7853692195208646,0.03853224846534431,1919,0.7856497764587402,0.8306569457054138,0.7447643876075745,0.9758365750312805,0.776209831237793,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,5,1.81,0.03911494502614512,0.03644041536894978,0.03644041536894978,0.8415841460227966,0.8659615516662598,0.9194397330284119,0.8236452043056488,0.787114836703675,0.038136125076562166,1919,0.791888952255249,0.8463855385780334,0.735602080821991,0.9705374836921692,0.7828561067581177,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,6,1.78,0.021554039455339558,0.03428377223307969,0.03428377223307969,0.8535695672035217,0.8661258816719055,0.9207260012626648,0.8431285619735718,0.8115358874497806,0.035732067888602614,1919,0.7987934947013855,0.8321870565414429,0.7918848395347595,0.9363495111465454,0.7875434756278992,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,7,1.79,0.025493688331764252,0.03291873227743829,0.03291873227743829,0.8520062565803528,0.8668609261512756,0.9206976890563965,0.8427160382270813,0.8109187553912699,0.035224080085754395,1919,0.8006527423858643,0.8252032399177551,0.7971203923225403,0.9329046010971069,0.7897018790245056,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,8,1.8,0.0234168694492002,0.03232364771796054,0.03232364771796054,0.854090690612793,0.8777650594711304,0.925222635269165,0.841124415397644,0.8092643102485669,0.0344034843146801,1919,0.8079769611358643,0.84375,0.7774869203567505,0.921507716178894,0.7961649298667908,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,9,1.77,0.02101483963979561,0.03130965182160745,0.03130965182160745,0.8561750650405884,0.8755667805671692,0.9254052042961121,0.849945604801178,0.8193717002868652,0.03413407295010984,1919,0.8094261884689331,0.8193717002868652,0.8193717002868652,0.9139394164085388,0.798102080821991,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42,c01_mhcflurry_additive_max50k_d32,10,1.8,0.02411412353795327,0.030949060667733678,0.030949060667733678,0.8613861203193665,0.878242552280426,0.927228569984436,0.8547177016735077,0.8252299627142424,0.03351413598284125,1919,0.8121767640113831,0.8284960389137268,0.8219895362854004,0.9076895713806152,0.8005537986755371,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-confirm-groove_c01-c01-cc0-e050-s42]
