split,scope,metric,mean_delta_masked_minus_legacy,std_delta,min_delta,max_delta,n_seeds
val,overall,all_spearman,0.0028148811410357113,0.00215879915166787,0.0008415432308389592,0.005120590238198441,3
val,overall,all_pearson,0.004920715242726081,0.005717473706831107,0.001372788234956901,0.01151636580084403,3
val,overall,all_rmse,-0.012045498509274685,0.011888034239550241,-0.023442606917720266,0.00027912527089757333,3
val,overall,exact_spearman,0.0031072311907313077,0.005399460825732672,-0.0015346974413467107,0.009032852375272848,3
val,overall,exact_pearson,0.005331546943183644,0.006859618343235327,4.863326849013916e-05,0.013084019447122786,3
val,overall,exact_rmse,-0.014470980531275454,0.0141058357698995,-0.029346142395089814,-0.001286942220132925,3
val,overall,threshold_500nm_accuracy,0.0017885963467124306,0.010294367992135766,-0.008212255211623498,0.012353304508956109,3
val,overall,threshold_500nm_balanced_accuracy,0.004161975342736768,0.010434414966113791,-0.0026204869391603935,0.016177339467994045,3
val,overall,threshold_500nm_precision,-0.004735039890447361,0.02507009292788727,-0.031654536747915296,0.017945070576649513,3
val,overall,threshold_500nm_recall,0.016122808978628056,0.03677763009184109,-0.026315789473684292,0.038690476190476164,3
val,overall,threshold_500nm_f1,0.005131247336302065,0.012744482770167575,-0.0029992790194665053,0.019819257191139195,3
val,overall,threshold_500nm_auroc,0.0013102403737531205,0.0034344615101403915,-0.002165061934696677,0.004702349524815186,3
val,overall,threshold_500nm_auprc,-0.00032051801851366396,0.007623187693425958,-0.005246826212402245,0.00846019939772713,3
val,single,all_spearman,0.0019057739065886,0.005504477213594718,-0.002086459796891038,0.008185093057728299,3
val,single,all_pearson,0.004430698932287795,0.008050391025697929,-0.0022660472666289344,0.013362439154469552,3
val,single,all_rmse,-0.00849001370617338,0.016680054309832756,-0.025236590663675007,0.008122712370728591,3
val,single,exact_spearman,0.003616295994400387,0.005051909088025698,-0.0012758840363920054,0.008814061198370582,3
val,single,exact_pearson,0.005196735086029136,0.006688702964551219,-0.0004909845958018799,0.012565650834188258,3
val,single,exact_rmse,-0.011807407500319167,0.013539176908754554,-0.026258619893593793,0.0005835792863523315,3
val,single,threshold_500nm_accuracy,-0.010031103966237557,0.014431821523531894,-0.024691358024691357,0.004160887656033285,3
val,single,threshold_500nm_balanced_accuracy,-0.005751730337305879,0.01684596883673813,-0.019364384971693238,0.01308823281458138,3
val,single,threshold_500nm_precision,-0.02189004312179706,0.03722502514830449,-0.060635779948478574,0.013600467973091557,3
val,single,threshold_500nm_recall,0.005501201342369533,0.053703194291908965,-0.05597014925373134,0.04330708661417326,3
val,single,threshold_500nm_f1,-0.00908979913161112,0.02110040302159061,-0.022147075455093646,0.015253374076903525,3
val,single,threshold_500nm_auroc,0.0007859866418576944,0.0058156109041533005,-0.005768575323790048,0.005328027786676626,3
val,single,threshold_500nm_auprc,0.0028682877804791693,0.011368744401205057,-0.009364836530887155,0.013109331897199983,3
val,flanks_agree,all_spearman,-0.0014532816304952216,0.025450664202145395,-0.017333127695024597,0.02790180367188788,3
val,flanks_agree,all_pearson,0.008392707129198115,0.00757380612559313,0.0009558116715530085,0.016096374888598053,3
val,flanks_agree,all_rmse,-0.019973182938295347,0.014104841060259886,-0.030295660792271306,-0.003901793712121515,3
val,flanks_agree,exact_spearman,-0.0024671269200016908,0.039217277981573824,-0.028906842117748854,0.042591401936959095,3
val,flanks_agree,exact_pearson,0.010720218979717125,0.011340057682803134,0.0025199092935915823,0.023661363531971347,3
val,flanks_agree,exact_rmse,-0.0250041105667879,0.013623047769593338,-0.0346791458135467,-0.009424958977241937,3
val,flanks_agree,threshold_500nm_accuracy,0.012765587352709681,0.020009552096559788,-0.004587155963302725,0.034653465346534684,3
val,flanks_agree,threshold_500nm_balanced_accuracy,0.010133666834178453,0.01635669591273683,-0.004211590296495982,0.02794592413236474,3
val,flanks_agree,threshold_500nm_precision,0.002940087575595607,0.0007074771247493378,0.0023112138317258335,0.0037060908797937886,3
val,flanks_agree,threshold_500nm_recall,0.02109093354856073,0.04335062424823188,-0.017857142857142794,0.06779661016949157,3
val,flanks_agree,threshold_500nm_f1,0.013119729298623003,0.022315076347886362,-0.006069958847736645,0.037606837606837584,3
val,flanks_agree,threshold_500nm_auroc,-0.001373541483032703,0.005808326814189128,-0.006961259079903193,0.004632749326145547,3
val,flanks_agree,threshold_500nm_auprc,-0.008571663978721037,0.01135647668577098,-0.017894600326284538,0.0040761491731416966,3
val,within_gene_canonical,all_spearman,-0.062360004410858316,0.11688788710496234,-0.19355660815556808,0.030685820596610736,3
val,within_gene_canonical,all_pearson,-0.0416249372283107,0.05672084848986685,-0.10625745974822254,-0.00013085335374474205,3
val,within_gene_canonical,all_rmse,0.06846698857608731,0.03965051552282283,0.040152960503908264,0.11378327477908579,3
val,within_gene_canonical,exact_spearman,-0.22603015216575092,0.2949839158409372,-0.5645127977248884,-0.023809523809523836,3
val,within_gene_canonical,exact_pearson,-0.08557954809723929,0.047195417172326344,-0.13038821660421546,-0.036313627478760435,3
val,within_gene_canonical,exact_rmse,0.09694390804049717,0.060406754492701165,0.045258950401164455,0.16335083994049926,3
