split,policy,seed,scope,n_all,all_rmse,all_mae,all_n,all_spearman,all_pearson,n_exact,exact_rmse,exact_mae,exact_n,exact_spearman,exact_pearson,n_threshold_500nm,threshold_500nm_accuracy,threshold_500nm_balanced_accuracy,threshold_500nm_precision,threshold_500nm_recall,threshold_500nm_f1,threshold_500nm_auroc,threshold_500nm_auprc
val,mask_unresolved,43,within_gene_unresolved,8,1.195242749155649,1.0669692372903228,8.0,0.6037034299432968,0.9311272887453611,7,1.2772595753390348,1.2057674516524588,7.0,0.39821643528494194,0.35118612002106286,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0
val,mask_unresolved,43,unresolved_union,73,0.7039716172825642,0.5793111686633058,73.0,0.8738280569680875,0.9364638074649185,43,0.842226643546989,0.6879031497032143,43.0,0.860894929584411,0.8685774222419625,73,0.958904109589041,0.959920634920635,0.9310344827586207,0.9642857142857143,0.9473684210526316,0.9968253968253968,0.9950207860922147
val,mask_unresolved,43,unmapped,602,0.9681375124000012,0.6763941567960471,602.0,0.7491294991063212,0.7803924540980812,427,1.0634949749300513,0.807671564184042,427.0,0.706096035643486,0.7137367053778171,602,0.8637873754152824,0.8702458559450266,0.7929824561403509,0.9076305220883534,0.8464419475655431,0.929343436067215,0.8809803890734348
test,mask_unresolved,43,overall,1710,0.9235893848139416,0.702246050571489,1710.0,0.7922384506655111,0.8040113183081663,1391,0.980105228591927,0.772054983558713,1391.0,0.7643270088255877,0.7586639315199448,1710,0.835672514619883,0.8381788665879575,0.7842170160295932,0.8571428571428571,0.8190598840952994,0.918664097480564,0.8762510637194494
test,mask_unresolved,43,single,749,0.8653108134953897,0.6939428541635242,749.0,0.7929701799954415,0.8167541806259109,678,0.8755657139506449,0.6987018280863146,678.0,0.7933387136150015,0.8024263279272993,749,0.8477970627503337,0.842217582927395,0.7708333333333334,0.8222222222222222,0.7956989247311829,0.9308165158895848,0.8879400529769669
test,mask_unresolved,43,flanks_agree,229,1.0104528144000233,0.8021099053681157,229.0,0.7861549669193337,0.775374181062085,192,1.0905513643988662,0.8955149720810974,192.0,0.6635208818600473,0.6635362902315378,229,0.7991266375545851,0.7908442982456141,0.8175182481751825,0.8421052631578947,0.8296296296296297,0.8904291979949874,0.8927468030939022
test,mask_unresolved,43,within_gene_canonical,20,0.6215709788230863,0.5144247174263,20.0,0.8434754889394985,0.8776639172068836,14,0.6701215613465957,0.5261386973517281,14.0,0.7163882967941481,0.6751650596013351,20,0.95,0.9545454545454546,1.0,0.9090909090909091,0.9523809523809523,1.0,1.0
test,mask_unresolved,43,cross_gene_unresolved,31,0.7077578864955428,0.5802987910086109,31.0,0.8994045323841628,0.9103370801947906,28,0.7304125910364572,0.5951919874974659,28.0,0.8664392656128859,0.862633632792005,31,0.9032258064516129,0.8940217391304348,0.9545454545454546,0.9130434782608695,0.9333333333333332,0.9402173913043478,0.9788415068277768
test,mask_unresolved,43,within_gene_unresolved,10,0.9835279983325684,0.7517594754695892,10.0,0.8582534384177868,0.9160846989714285,6,1.2671731261318075,1.1871851185957591,6.0,0.47809144373375745,0.4199007234009775,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test,mask_unresolved,43,unresolved_union,41,0.7840145474919059,0.6221184701454349,41.0,0.8753818493009995,0.9120423607274846,34,0.850128673264031,0.6996613635736353,34.0,0.8113906881462312,0.8287135667322821,41,0.926829268292683,0.9238505747126436,0.9642857142857143,0.9310344827586207,0.9473684210526316,0.9683908045977011,0.9867791820197269
test,mask_unresolved,43,unmapped,671,0.9698088374674833,0.6879270175185982,671.0,0.7638627952353383,0.7852305870825413,473,1.0853948374201892,0.8395673148491544,473.0,0.6562128111988675,0.6786865525783399,671,0.8256333830104322,0.8315846729240839,0.7614942528735632,0.8862876254180602,0.8191653786707883,0.9031763584708886,0.8526116393522782
val,mask_unresolved,44,overall,1676,0.889036001695123,0.6598569807726534,1676.0,0.819047379230692,0.8295046111932262,1368,0.9500817669510244,0.7326739679699306,1368.0,0.8051974470764747,0.7975147365819157,1676,0.8705250596658711,0.8684728775741615,0.8379888268156425,0.8559201141226819,0.8468595624558928,0.9351417389077874,0.8961191953037257
val,mask_unresolved,44,single,759,0.8718603145302232,0.6567862446325413,759.0,0.8117009146321675,0.8176736916869134,691,0.8949493718360363,0.6775393918393835,691.0,0.8038140437937776,0.8041986858711682,759,0.8563899868247694,0.8429791694544806,0.8168498168498168,0.7907801418439716,0.8036036036036035,0.9275279896516347,0.8798278407500537
val,mask_unresolved,44,flanks_agree,215,0.8937820743141409,0.6929060715705503,215.0,0.8647312330286918,0.8881104862246446,182,0.9475318180620863,0.74678097339347,182.0,0.815056515901165,0.8449395790815376,215,0.9348837209302325,0.9380248265790434,0.9682539682539683,0.9242424242424242,0.9457364341085271,0.962486308871851,0.967674480917428
