split,seed,scope,metric,legacy,masked,delta_masked_minus_legacy
val,44,overall,threshold_500nm_auprc,0.8888455975811741,0.8961191953037257,0.00727359772255165
val,44,single,all_spearman,0.8149452067171226,0.8117009146321675,-0.003244292084955025
val,44,single,all_pearson,0.8238377769502331,0.8176736916869134,-0.006164085263319685
val,44,single,all_rmse,0.860040067051435,0.8718603145302232,0.011820247478788182
val,44,single,exact_spearman,0.811332647073634,0.8038140437937776,-0.007518603279856317
val,44,single,exact_pearson,0.8116659532585372,0.8041986858711682,-0.007467267387369025
val,44,single,exact_rmse,0.8785297861974438,0.8949493718360363,0.01641958563859247
val,44,single,threshold_500nm_accuracy,0.8590250329380764,0.8563899868247694,-0.0026350461133070047
val,44,single,threshold_500nm_balanced_accuracy,0.8552232481377403,0.8429791694544806,-0.012244078683259718
val,44,single,threshold_500nm_precision,0.7926421404682275,0.8168498168498168,0.024207676381589383
val,44,single,threshold_500nm_recall,0.8404255319148937,0.7907801418439716,-0.04964539007092206
val,44,single,threshold_500nm_f1,0.8158347676419966,0.8036036036036035,-0.012231164038393083
val,44,single,threshold_500nm_auroc,0.9328285531617527,0.9275279896516347,-0.005300563510117984
val,44,single,threshold_500nm_auprc,0.8805582123581435,0.8798278407500537,-0.0007303716080897527
val,44,flanks_agree,all_spearman,0.8199383457221286,0.8647312330286918,0.04479288730656317
val,44,flanks_agree,all_pearson,0.8583479868433467,0.8881104862246446,0.029762499381297935
val,44,flanks_agree,all_rmse,0.9741613635983059,0.8937820743141409,-0.08037928928416493
val,44,flanks_agree,exact_spearman,0.746993657188621,0.815056515901165,0.06806285871254403
val,44,flanks_agree,exact_pearson,0.800234021329437,0.8449395790815376,0.04470555775210061
val,44,flanks_agree,exact_rmse,1.0339644963548356,0.9475318180620863,-0.08643267829274925
val,44,flanks_agree,threshold_500nm_accuracy,0.9069767441860465,0.9348837209302325,0.027906976744186074
val,44,flanks_agree,threshold_500nm_balanced_accuracy,0.9063526834611172,0.9380248265790434,0.03167214311792621
val,44,flanks_agree,threshold_500nm_precision,0.9375,0.9682539682539683,0.030753968253968256
val,44,flanks_agree,threshold_500nm_recall,0.9090909090909091,0.9242424242424242,0.015151515151515138
val,44,flanks_agree,threshold_500nm_f1,0.923076923076923,0.9457364341085271,0.02265951103160413
val,44,flanks_agree,threshold_500nm_auroc,0.9580138736765242,0.962486308871851,0.004472435195326807
val,44,flanks_agree,threshold_500nm_auprc,0.960655747043347,0.967674480917428,0.007018733874081029
val,44,within_gene_canonical,all_spearman,0.6008568319138128,0.7047549924322429,0.10389816051843015
val,44,within_gene_canonical,all_pearson,0.7475354179058478,0.8353890888229308,0.08785367091708307
val,44,within_gene_canonical,all_rmse,1.067741203586506,0.8851581419763501,-0.1825830616101558
val,44,within_gene_canonical,exact_spearman,0.38333333333333336,0.6833333333333333,0.3
val,44,within_gene_canonical,exact_pearson,0.2833521254535688,0.5755321940383341,0.2921800685847653
val,44,within_gene_canonical,exact_rmse,1.0944136974526835,0.9058858646140253,-0.18852783283865815
val,44,within_gene_canonical,threshold_500nm_accuracy,0.7407407407407407,0.8518518518518519,0.11111111111111116
val,44,within_gene_canonical,threshold_500nm_balanced_accuracy,0.6863636363636363,0.8318181818181818,0.1454545454545455
val,44,within_gene_canonical,threshold_500nm_precision,0.375,0.5714285714285714,0.1964285714285714
val,44,within_gene_canonical,threshold_500nm_recall,0.6,0.8,0.20000000000000007
val,44,within_gene_canonical,threshold_500nm_f1,0.4615384615384615,0.6666666666666666,0.20512820512820512
val,44,within_gene_canonical,threshold_500nm_auroc,0.8727272727272727,0.9363636363636364,0.06363636363636371
val,44,within_gene_canonical,threshold_500nm_auprc,0.7658119658119659,0.8444444444444444,0.07863247863247858
val,44,cross_gene_unresolved,all_spearman,0.5505452268750107,0.6045665111435208,0.05402128426851005
val,44,cross_gene_unresolved,all_pearson,0.7404008518789804,0.7830502277259895,0.04264937584700912
val,44,cross_gene_unresolved,all_rmse,0.9625372796365677,0.9334412798435592,-0.029095999793008476
val,44,cross_gene_unresolved,exact_spearman,0.34847162873957593,0.42808142627652424,0.0796097975369483
val,44,cross_gene_unresolved,exact_pearson,0.5734346851439758,0.6406046412513202,0.06716995610734444
val,44,cross_gene_unresolved,exact_rmse,1.0106329883029137,0.9786581653630039,-0.03197482293990983
val,44,cross_gene_unresolved,threshold_500nm_accuracy,0.9047619047619048,0.9047619047619048,0.0
val,44,cross_gene_unresolved,threshold_500nm_balanced_accuracy,0.875,0.875,0.0
val,44,cross_gene_unresolved,threshold_500nm_precision,0.9,0.9,0.0
