epoch,train_loss,val_loss,epoch_wall_s,train_data_wait_s,train_forward_loss_s,train_backward_s,train_optimizer_s,gpu_busy_wall_s,val_wall_s,probe_eval_wall_s,current_lr,grad_norm_affinity_probe,grad_norm_binding_core,grad_norm_trunk_other,diverged,divergence_reason,synthetic_seed,observed_train_examples,skipped_train_batches,summary_write_wall_s,gpu_util_mean_pct,gpu_util_peak_pct,gpu_mem_util_mean_pct,gpu_mem_util_peak_pct,gpu_sample_count,gpu_peak_allocated_bytes,gpu_peak_reserved_bytes,gpu_peak_allocated_gib,gpu_peak_reserved_gib
1,0.10238389259322288,0.08639627212987226,49.123935105,3.152152847000032,20.023525280000058,5.846399855000037,0.6291449150000261,27.984788642000133,0.9209801450000015,0.5647384470000105,6.080000000000005e-05,0.10477481384228998,0.02055238172523756,0.14797476547171706,False,,1052,92928,0,0.6564618910000064,61.125,85.0,27.979166666666668,45.0,48.0,35167559680.0,67234693120.0,32.752342224121094,62.6171875
2,0.061236986136140904,0.0800354801775778,50.920819839,3.465738363999847,20.450021525000096,6.862590345000015,0.7267814840000852,29.68692559500019,1.0075465890000004,0.6399856519999929,0.00012060000000000064,0.08462965631169583,0.047840089082001436,0.215572823836657,False,,2061,92928,0,0.10985233599998878,59.51020408163265,84.0,27.3265306122449,46.0,49.0,35167559680.0,67234693120.0,32.752342224121094,62.6171875
3,0.05277900638946489,0.05715712017434485,50.58320549600002,3.578507432000066,20.16871110899993,6.706960065999951,0.7139628910000084,29.068031037999873,0.9131726329999879,0.5652243389999967,0.00018040000000000094,0.0761202452563977,0.041875489058342805,0.19042272711701286,False,,3070,92928,0,0.10573197700000492,61.270833333333336,83.0,28.4375,43.0,48.0,35167559680.0,67234693120.0,32.752342224121094,62.6171875
4,0.03892578340594762,0.04462862847482457,49.44482883500001,3.376037000000167,19.702968519999757,6.481666326999743,0.6664264870002512,28.30915035499976,0.8982722650000028,0.5598167560000036,0.0002402000000000009,0.05971447161021755,0.034053131094556245,0.18633320690848812,False,,4079,92928,0,0.09746518599999376,60.145833333333336,79.0,27.625,39.0,48.0,35167490048.0,67234693120.0,32.75227737426758,62.6171875
5,0.02983842411440266,0.03794653132996138,48.35009640599998,3.1449202240002307,19.238732510000403,6.102293764999644,0.6046511740006508,27.4285968930007,0.8989785009999878,0.583940943000016,0.0002999999999999999,0.052702976330982795,0.0307441036114267,0.1556481471019751,False,,5088,92928,0,0.1068931660000203,62.191489361702125,84.0,29.04255319148936,46.0,47.0,35167559680.0,67234693120.0,32.752342224121094,62.6171875
6,0.02642132258222287,0.03708972439498586,48.277309764999984,3.1551779710000574,19.190960353999174,6.098304194999628,0.6045649459996412,27.359073212998453,0.890686033999998,0.5745576840000126,0.0002996711467850862,0.04675030602857876,0.026095160097224724,0.1356583890003391,False,,6097,92928,0,0.0995299610000302,63.06382978723404,78.0,29.319148936170212,41.0,47.0,35167490048.0,67234693120.0,32.75227737426758,62.6171875
7,0.02379807834475001,0.03511799751397442,48.291880391999996,3.036666622999576,19.317976268000507,6.112821283999551,0.6007230729995854,27.506895092999628,0.8982559269999797,0.5771185410000044,0.00029868618928013165,0.04272139153794897,0.02388851490590825,0.12211556628078485,False,,7106,92928,0,0.10204099600002792,61.659574468085104,83.0,28.361702127659573,45.0,47.0,35167559680.0,67234693120.0,32.752342224121094,62.6171875
8,0.022210749961723144,0.0347388740081121,48.284489937000046,3.1411148590004245,19.20707328199967,6.0745007710003165,0.5984419359992899,27.351513804999342,0.8911378730000479,0.580359943000019,0.000297049926099093,0.035867154421535374,0.020226424067540886,0.11111148551507073,False,,8115,92928,0,0.10408211899999742,63.0,85.0,29.06382978723404,47.0,47.0,35167559680.0,67234693120.0,32.752342224121094,62.6171875
9,0.021634237766368494,0.03379627925289028,48.43799567999997,3.1608536930000923,19.255090663000146,6.0972040440001365,0.6075668530002076,27.41120149900047,0.8864544189999606,0.5648855200000185,0.0002947703289517121,0.037742082428774346,0.020672099286395348,0.11060992224474372,False,,9124,92928,0,0.10994603200003894,63.42553191489362,88.0,29.06382978723404,48.0,47.0,35167559680.0,67234693120.0,32.752342224121094,62.6171875
10,0.01966636138134341,0.03229985443656059,48.411114533000045,3.147498698999982,19.265268300999708,6.129044951000594,0.6076795210004775,27.467792263000774,0.9031969960000197,0.5626024939999752,0.0002918585038061463,0.03097512849943811,0.017688344302556,0.09733319470287825,False,,10133,92928,0,0.10403973699999369,61.361702127659576,90.0,28.659574468085108,56.0,47.0,35167559680.0,67234693120.0,32.752342224121094,62.6171875
