run_id,label,epoch,grad_norm_affinity_probe,grad_norm_binding_core,grad_norm_trunk_other,train_loss,val_loss,display_label
e004-scorepathb-20260309a,e004-scorepathb-20260309a,8,0.19769245547253303,0.006437657426463709,1.3979559488772362,0.2465909743309021,0.6902571068360255,e004-scorepathb-20260309a
e004-scorepathb-20260309a,e004-scorepathb-20260309a,9,0.16794258581815455,0.007131409152405991,1.3378097426739433,0.2191486799291202,0.7083602180847755,e004-scorepathb-20260309a
e004-scorepathb-20260309a,e004-scorepathb-20260309a,10,0.19486779882798844,0.006749055818179542,1.4714895416775455,0.2059425463421004,0.6988758719884433,e004-scorepathb-20260309a
e004-scorepathb-20260309a,e004-scorepathb-20260309a,11,0.16365059604636298,0.006705875832319728,1.2408719306363085,0.1938434508017131,0.7315906400863941,e004-scorepathb-20260309a
e004-scorepathb-20260309a,e004-scorepathb-20260309a,12,0.15910796381666395,0.00563220015024812,1.2164048467842101,0.17944762527942656,0.7062082634522364,e004-scorepathb-20260309a
e006-scorepath-20260309a,e006-scorepath-20260309a,1,0.8334888810314307,0.05967443636148348,2.3194413468420554,1.128194558662876,1.0363237778345744,e006-scorepath-20260309a
e006-scorepath-20260309a,e006-scorepath-20260309a,2,0.4435746870257647,0.01823597231948799,3.2061880663633953,0.6053865245440676,0.8802389740943909,e006-scorepath-20260309a
e006-scorepath-20260309a,e006-scorepath-20260309a,3,0.2979616563795873,0.010762380816655292,2.667678801826992,0.41342140495565016,0.8160775701204935,e006-scorepath-20260309a
e006-scorepath-20260309a,e006-scorepath-20260309a,4,0.2537643785522155,0.009265630822812851,2.4493991776581714,0.3262701591350854,0.7758841395378113,e006-scorepath-20260309a
e006-scorepath-20260309a,e006-scorepath-20260309a,5,0.20092663266078598,0.006947035114507199,2.052375623944111,0.2719158522280934,0.7642127315203349,e006-scorepath-20260309a
e006-scorepath-20260309a,e006-scorepath-20260309a,6,0.1866721388528261,0.006291043978486557,1.8978384252111369,0.23257427758063287,0.7306602895259857,e006-scorepath-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,1,0.8429451708309945,0.08975140715233368,2.1527829609031537,1.1238274846849068,0.9874602655569712,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,2,0.4291538767005606,0.04973176375221763,3.0375053787537087,0.6387936269261235,0.8745884954929352,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,3,0.3590657370796592,0.02551708474096129,2.822029932003773,0.44730811674823967,0.8012785275777181,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,4,0.2304998172925668,0.01622628249438331,2.2381720075666407,0.3463750464636236,0.8061807314554851,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,5,0.20553517964178,0.012592560435464447,2.013776975860463,0.28842365222045113,0.7919473687807719,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,6,0.18913285372668567,0.011159137437196869,1.9017532796451826,0.24592725333369925,0.7749138295650482,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,7,0.17358570793482292,0.010213978297604993,1.7352185524478883,0.214694169492484,0.806972881158193,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,8,0.15991427895912325,0.008639337231108674,1.6089573686542213,0.1913881260782374,0.7549317359924317,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,9,0.1575011063088424,0.007198583708936147,1.5215742150790899,0.17662103047256367,0.777904889980952,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,10,0.14384654767005634,0.00640792890863245,1.3725958130742866,0.1608582759985296,0.7902731418609619,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,11,0.13229339510863783,0.005735997431160427,1.2940176528383267,0.1491159959513946,0.7680198808511098,e006-scorepathb-20260309a
e006-scorepathb-20260309a,e006-scorepathb-20260309a,12,0.14149064661870822,0.005781164397972662,1.2966473637478977,0.13993604027821924,0.7451850791772207,e006-scorepathb-20260309a
