epoch,train_loss,val_loss,epoch_wall_s,train_data_wait_s,train_forward_loss_s,train_backward_s,train_optimizer_s,val_wall_s,probe_eval_wall_s,current_lr,diverged,divergence_reason,synthetic_seed,observed_train_examples,skipped_train_batches,summary_write_wall_s
1,nan,nan,2.47693462530151,0.001076582819223404,0.0,0.0,0.0,0.0,0.0,0.001,True,non_finite_train_loss,1052,0,0,0.0
