run_id,label,assay_mode,batch_size,cond_id,content_conditioned,device,embed_dim,encoder_backbone,epochs,head_type,init_checkpoint,lr,max_nM,measurement_profile,n_bins,n_heads,n_layers,n_params,probe_alleles,seed,sigma_mult,test_rows,train_rows,val_rows,warm_start,final_epoch,mean_epoch_s,best_val_loss,best_val_loss_epoch,final_val_loss,best_val_spearman,best_val_spearman_epoch,final_val_spearman,test_spearman,test_pearson,test_auroc,test_auprc,test_f1,test_balanced_accuracy,test_accuracy,test_precision,test_recall,test_rmse_log10,test_loss,display_label
dist-ba-v6-mainpath-groove-c14-cc1,c14_mhcflurry_additive_max100k_d256,additive,256,14,True,cuda,256,groove,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,2195763,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,3.1285999999999996,0.0255548651330173,37,0.028086441569030285,0.8389108777046204,19,0.8241481781005859,0.8371328115463257,0.83653324842453,0.9404243230819702,0.904018223285675,0.8421052466879925,0.8704101741313934,0.86997389793396,0.813725471496582,0.8725361227989197,0.860334038734436,0.027485007420182228,c14_mhcflurry_additive_max100k_d256 [dist-ba-v6-mainpath-groove-c14-cc1]
dist-ba-v6-mainpath-ablation-c14-cc1,c14_mhcflurry_additive_max100k_d256,additive,256,14,True,cuda,256,historical_ablation,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,1172018,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.7586,0.025668821297585964,46,0.029118107864633203,0.8352747559547424,41,0.823501467704773,0.8370053768157959,0.8359472751617432,0.9408172369003296,0.9019954800605774,0.831032214926915,0.8597838282585144,0.8657963275909424,0.8315789699554443,0.8304861783981323,0.8578457236289978,0.027999783866107464,c14_mhcflurry_additive_max100k_d256 [dist-ba-v6-mainpath-ablation-c14-cc1]
dist-ba-v6-mainpath-groove-c05-cc1,c05_mhcflurry_additive_max50k_d64,additive,256,5,True,cuda,64,groove,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,175923,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.2866000000000004,0.028285852866247296,22,0.03182923351414502,0.8312562704086304,27,0.8238626718521118,0.8369337916374207,0.8307332992553711,0.9409083724021912,0.9007834196090698,0.8312208113674833,0.8595031499862671,0.8678851127624512,0.8441734313964844,0.8186596632003784,0.8627250790596008,0.030458185356110334,c05_mhcflurry_additive_max50k_d64 [dist-ba-v6-mainpath-groove-c05-cc1]
dist-ba-v6-mainpath-ablation-c04-cc0,c04_hlgauss_d2_logit_max100k_K128_s0.75_d32,d2_logit,256,4,False,cuda,32,historical_ablation,50,hlgauss,,0.001,100000,numeric_no_qualitative,128,4,2,37600,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.129,3.775655061006546,16,3.876416429877281,0.8181849122047424,48,0.8174670934677124,0.8358094692230225,0.8393081426620483,0.9398435950279236,0.8938397169113159,0.8380101841282598,0.8666775226593018,0.867362916469574,0.8141263723373413,0.8633376955986023,0.8510555624961853,3.924188882112503,c04_hlgauss_d2_logit_max100k_K128_s0.75_d32 [dist-ba-v6-mainpath-ablation-c04-cc0]
dist-ba-v6-mainpath-groove-c01-cc1,c01_mhcflurry_additive_max50k_d32,additive,256,1,True,cuda,32,groove,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,57907,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,1.7567999999999997,0.029860180569812655,50,0.029860180569812655,0.8240841627120972,50,0.8240841627120972,0.8350666165351868,0.8358943462371826,0.9426447749137878,0.9033557176589966,0.8391699293763407,0.8670396506786346,0.8704960942268372,0.8284251093864441,0.8501971364021301,0.8474835753440857,0.029318689135834575,c01_mhcflurry_additive_max50k_d32 [dist-ba-v6-mainpath-groove-c01-cc1]
dist-ba-v6-mainpath-groove-c05-cc0,c05_mhcflurry_additive_max50k_d64,additive,256,5,False,cuda,64,groove,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,169747,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.0556,0.02868799725547433,16,0.032013075426220894,0.8319340944290161,20,0.8188559412956238,0.8347319960594177,0.8302356600761414,0.9374364614486694,0.8917765617370605,0.8433268596199508,0.8707722723484039,0.8731070756912231,0.8278480768203735,0.8593955039978027,0.8640674948692322,0.030796084785833955,c05_mhcflurry_additive_max50k_d64 [dist-ba-v6-mainpath-groove-c05-cc0]
dist-ba-v6-mainpath-ablation-c10-cc1,c10_mhcflurry_additive_max100k,additive,256,10,True,cuda,128,historical_ablation,50,mhcflurry,,0.001,100000,numeric_no_qualitative,128,4,2,316850,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,1.883,0.025724164908751845,8,0.02977095660753548,0.8328117728233337,8,0.8147444128990173,0.8344773054122925,0.8362550139427185,0.9395771622657776,0.8943955898284912,0.8381962685478535,0.865416407585144,0.872584879398346,0.8460508584976196,0.8304861783981323,0.8597530126571655,0.026988167315721512,c10_mhcflurry_additive_max100k [dist-ba-v6-mainpath-ablation-c10-cc1]
dist-ba-v6-mainpath-ablation-c03-cc0,c03_hlgauss_d2_logit_max50k_K128_s0.75_d32,d2_logit,256,3,False,cuda,32,historical_ablation,50,hlgauss,,0.001,50000,numeric_no_qualitative,128,4,2,37600,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.2428,4.3692823350429535,17,4.489717543125153,0.8052405118942261,37,0.8043831586837769,0.8328760266304016,0.8413491249084473,0.9406406879425049,0.8985676765441895,0.8429546799956261,0.8720333874225616,0.8678851127624512,0.7988235354423523,0.8922470211982727,0.8474474549293518,4.404995650053024,c03_hlgauss_d2_logit_max50k_K128_s0.75_d32 [dist-ba-v6-mainpath-ablation-c03-cc0]
dist-ba-v6-mainpath-ablation-c13-cc1,c13_mhcflurry_additive_max50k_d256,additive,256,13,True,cuda,256,historical_ablation,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,1172018,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.7628,0.0289423034992069,40,0.03129922761581838,0.8337522745132446,11,0.8294867277145386,0.8325362205505371,0.8273960947990417,0.935731828212738,0.8972811698913574,0.8345323824186058,0.862859457731247,0.8678851127624512,0.8307291865348816,0.8383705615997314,0.8748793005943298,0.031543126329779625,c13_mhcflurry_additive_max50k_d256 [dist-ba-v6-mainpath-ablation-c13-cc1]
dist-ba-v6-mainpath-ablation-c13-cc0,c13_mhcflurry_additive_max50k_d256,additive,256,13,False,cuda,256,historical_ablation,50,mhcflurry,,0.001,50000,numeric_no_qualitative,128,4,2,1147410,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,,50,2.5753999999999997,0.028747933451086283,13,0.03155086957849562,0.8319168090820312,49,0.8250941634178162,0.8323734998703003,0.8297045230865479,0.9373509883880615,0.8912676572799683,0.8413705674823849,0.8697531521320343,0.8694517016410828,0.8134969472885132,0.8712220788002014,0.8760621547698975,0.03175953356549144,c13_mhcflurry_additive_max50k_d256 [dist-ba-v6-mainpath-ablation-c13-cc0]
