head_type,test_spearman,test_rmse_log10,test_auroc,test_auprc,mean_epoch_time_s
mhcflurry,0.6405275762081146,1.1281285285949707,0.8237611651420593,0.8067019879817963,4.35915
log_mse,0.6163245737552643,1.1686599254608154,0.8104396164417267,0.7940178215503693,4.481775
