head_type,max_nM,test_spearman,test_rmse_log10,test_auroc,test_auprc
log_mse,200000,0.6163245737552643,1.1686599254608154,0.8104396164417267,0.7940178215503693
mhcflurry,200000,0.6405275762081146,1.1281285285949707,0.8237611651420593,0.8067019879817963
