run_id,app_id,label,head_type,warm_start,assay_mode,max_nM,n_bins,sigma_mult,best_epoch,best_val_loss,n_params,train_rows,val_rows,test_rows,mean_epoch_time_s,total_epoch_time_s,val_accuracy,val_auprc,val_auroc,val_balanced_accuracy,val_f1,val_loss,val_n_censored,val_n_exact,val_n_samples,val_n_supervised,val_pearson,val_precision,val_recall,val_rmse_log10,val_spearman,test_accuracy,test_auprc,test_auroc,test_balanced_accuracy,test_f1,test_loss,test_n_censored,test_n_exact,test_n_samples,test_n_supervised,test_pearson,test_precision,test_recall,test_rmse_log10,test_spearman,probe_HLAA0201_SLLQHLIGL_nM,probe_HLAA0201_FLRYLLFGI_nM,probe_HLAA2402_NFLIKFLLI_nM
dist-ba-regwarm-20ep-c03,ap-o5oaFZ2WFeytaueGRngX2L,c03_log_mse_additive_max200k_cold,log_mse,False,additive,200000,128,0.75,20,5.264137211967917,304530,32805,4184,4060,5.2427,104.854,0.7464556694030762,0.7993994355201721,0.828250527381897,0.7436405420303345,0.7182118103011323,5.264137211967917,1151,3033,3033,4184,0.6524253487586975,0.7698350548744202,0.6730769276618958,1.1295121908187866,0.661807656288147,0.7455581426620483,0.8129768371582031,0.8298476338386536,0.7434260249137878,0.7149831024910851,5.6089770048856735,1077,2983,2983,4060,0.6447062492370605,0.7887324094772339,0.6538461446762085,1.1371018886566162,0.6461833119392395,196.1875762939453,207.1797332763672,11962.2421875
dist-ba-regwarm-20ep-c01,ap-9oChdh9XLRnM3qxCpSEb8i,c01_mhcflurry_additive_max200k_cold,mhcflurry,False,additive,200000,128,0.75,20,0.030699110535137793,304530,32805,4184,4060,4.5969999999999995,91.94,0.7711836695671082,0.8448742628097534,0.8581706285476685,0.7695805132389069,0.7537260601673836,0.030699110535137793,1151,3033,3033,4184,0.7131080031394958,0.7797356843948364,0.7293956279754639,1.0363390445709229,0.7198623418807983,0.7613140940666199,0.8386918902397156,0.8522762656211853,0.7600930333137512,0.7435158565288362,0.03400905919261277,1077,2983,2983,4060,0.6843882203102112,0.7818182110786438,0.708791196346283,1.0746128559112549,0.686509370803833,27.900142669677734,63.068275451660156,12645.7705078125
