head_type,warm_start,test_spearman,test_rmse_log10,test_auroc,test_auprc,mean_epoch_time_s
log_mse,False,0.6461833119392395,1.1371018886566162,0.8298476338386536,0.8129768371582031,5.2427
log_mse,True,0.5864658355712891,1.2002179622650146,0.7910315990447998,0.7750588059425354,3.72085
mhcflurry,False,0.686509370803833,1.0746128559112549,0.8522762656211853,0.8386918902397156,4.5969999999999995
mhcflurry,True,0.5945457816123962,1.1816442012786865,0.7952460646629333,0.774712085723877,4.1213
