run_id,epoch,train_loss,val_loss,current_lr,gpu_peak_reserved_gib,gpu_util_mean_pct,gpu_mem_util_mean_pct
presto-mainpath-affinity-seqonly-e050-s42,38,0.10185867052454993,0.10056175338104367,0.001,7.86328125,37.76923076923077,7.0
presto-mainpath-affinity-seqonly-e050-s42,39,0.10316323025046654,0.10210992768406868,0.001,7.86328125,38.5,6.833333333333333
presto-mainpath-affinity-seqonly-e050-s42,40,0.10320572484776659,0.10052674729377031,0.001,7.86328125,36.76923076923077,6.538461538461538
presto-mainpath-affinity-seqonly-e050-s42,41,0.1033023459450254,0.10338167333975434,0.001,7.86328125,45.15384615384615,8.846153846153847
presto-mainpath-affinity-seqonly-e050-s42,42,0.1039212834582014,0.10075758351013064,0.001,7.86328125,37.61538461538461,6.923076923076923
presto-mainpath-affinity-seqonly-e050-s42,43,0.1030805194574707,0.10583806224167347,0.001,7.86328125,41.25,7.5
presto-mainpath-affinity-seqonly-e050-s42,44,0.10222916361295951,0.10059613455086946,0.001,7.86328125,35.69230769230769,6.769230769230769
presto-mainpath-affinity-seqonly-e050-s42,45,0.10236090491965132,0.10223166132345796,0.001,7.86328125,36.69230769230769,6.615384615384615
presto-mainpath-affinity-seqonly-e050-s42,46,0.10236256098691023,0.1028481381945312,0.001,7.86328125,42.38461538461539,7.846153846153846
presto-mainpath-affinity-seqonly-e050-s42,47,0.10390563309192657,0.1033625453710556,0.001,7.86328125,39.416666666666664,7.166666666666667
presto-mainpath-affinity-seqonly-e050-s42,48,0.10248751467410123,0.10115026123821735,0.001,7.86328125,39.76923076923077,7.076923076923077
presto-mainpath-affinity-seqonly-e050-s42,49,0.10259378504640651,0.10035503981634974,0.001,7.86328125,37.61538461538461,7.3076923076923075
presto-mainpath-affinity-seqonly-e050-s42,50,0.10385544907371953,0.10238385060802102,0.001,7.86328125,41.69230769230769,8.153846153846153
