run_id,design_id,requested_gpu,param_count,train_size,val_size,test_size,best_val_epoch,best_val_loss,final_val_loss,final_test_loss,val_spearman,test_spearman,val_auroc,test_auroc,val_auprc,test_auprc,val_rmse_log10,test_rmse_log10
presto-mainpath-affinity-seqonly-e050-s42,presto_mainpath_seqonly_c02,H100!,409305,15530,1919,1915,9,0.08746363641694188,0.10238385060802102,0.10883188853040338,0.021445738151669502,0.02101909928023815,0.5004159212112427,0.5187737345695496,0.40968644618988037,0.43236276507377625,1.5590356588363647,1.5458821058273315
