split,target,axis,column,loss_group,alias_of,count,weight_sum,positive,negative,graded,exact,censored_lower,censored_upper
test,tcell_stim_context,columns,OTHER,tcell_stim_context,,346,346.0,302,44,0,0,0,0
test,tcell_peptide_format,task,*,tcell_peptide_format,,14795,14795.0,7481,7314,0,0,0,0
test,tcell_peptide_format,columns,unknown,tcell_peptide_format,,0,0.0,0,0,0,0,0,0
test,tcell_peptide_format,columns,MINIMAL_EPITOPE,tcell_peptide_format,,12827,12827.0,6504,6323,0,0,0,0
test,tcell_peptide_format,columns,LONG_PEPTIDE,tcell_peptide_format,,1968,1968.0,977,991,0,0,0,0
test,tcell_peptide_format,columns,PEPTIDE_POOL,tcell_peptide_format,,0,0.0,0,0,0,0,0,0
test,tcell_peptide_format,columns,WHOLE_PROTEIN,tcell_peptide_format,,0,0.0,0,0,0,0,0,0
test,tcell_peptide_format,columns,OTHER,tcell_peptide_format,,0,0.0,0,0,0,0,0,0
test,kon,task,*,kon,,7,7.0,0,0,0,0,0,0
test,koff,task,*,koff,,9,9.0,0,0,0,0,0,0
test,t_half,task,*,t_half,,1075,1075.0,0,0,0,1059,0,16
test,tm,task,*,tm,,104,104.0,0,0,0,104,0,0
test,binding_affinity_probe,task,*,binding_affinity_probe,,22418,22418.0,0,0,0,16846,0,5572
test,ms_detectability,task,*,ms_detectability,,0,0.0,0,0,0,0,0,0
test,excision,task,*,excision,,0,0.0,0,0,0,0,0,0
test,processing,task,*,processing,,0,0.0,0,0,0,0,0,0
test,core_start,task,*,core_start,,0,0.0,0,0,0,0,0,0
test,mhc_class,task,*,mhc_class,,208192,208192.0,0,0,0,0,0,0
test,mhc_class,classes,I,mhc_class,,165537,165537.0,0,0,0,0,0,0
test,mhc_class,classes,II,mhc_class,,42655,42655.0,0,0,0,0,0,0
test,mhc_species,task,*,mhc_species,,208192,208192.0,0,0,0,0,0,0
test,mhc_species,classes,human,mhc_species,,181860,181860.0,0,0,0,0,0,0
test,mhc_species,classes,nhp,mhc_species,,750,750.0,0,0,0,0,0,0
test,mhc_species,classes,murine,mhc_species,,25197,25197.0,0,0,0,0,0,0
test,mhc_species,classes,other_mammal,mhc_species,,250,250.0,0,0,0,0,0,0
test,mhc_species,classes,bird,mhc_species,,135,135.0,0,0,0,0,0,0
test,mhc_species,classes,other_vertebrate,mhc_species,,0,0.0,0,0,0,0,0,0
test,mhc_a_fine_type,task,*,mhc_a_fine_type,,208192,208192.0,0,0,0,0,0,0
test,mhc_a_fine_type,classes,MHC_I,mhc_a_fine_type,,165537,165537.0,0,0,0,0,0,0
test,mhc_a_fine_type,classes,MHC_IIa,mhc_a_fine_type,,23365,23365.0,0,0,0,0,0,0
test,mhc_a_fine_type,classes,MHC_IIb,mhc_a_fine_type,,19290,19290.0,0,0,0,0,0,0
test,mhc_a_fine_type,classes,B2M,mhc_a_fine_type,,0,0.0,0,0,0,0,0,0
test,mhc_a_fine_type,classes,unknown,mhc_a_fine_type,,0,0.0,0,0,0,0,0,0
test,mhc_b_fine_type,task,*,mhc_b_fine_type,,208192,208192.0,0,0,0,0,0,0
test,mhc_b_fine_type,classes,MHC_I,mhc_b_fine_type,,165537,165537.0,0,0,0,0,0,0
test,mhc_b_fine_type,classes,MHC_IIa,mhc_b_fine_type,,0,0.0,0,0,0,0,0,0
test,mhc_b_fine_type,classes,MHC_IIb,mhc_b_fine_type,,42655,42655.0,0,0,0,0,0,0
test,mhc_b_fine_type,classes,B2M,mhc_b_fine_type,,0,0.0,0,0,0,0,0,0
test,mhc_b_fine_type,classes,unknown,mhc_b_fine_type,,0,0.0,0,0,0,0,0,0
test,tcr_evidence,task,*,tcr_evidence,,18744,18744.0,18744,0,0,0,0,0
test,tcr_evidence_method,task,*,tcr_evidence_method,,0,0.0,0,0,0,0,0,0
test,tcr_evidence_method,components,multimer_binding,tcr_evidence_method,,0,0.0,0,0,0,0,0,0
test,tcr_evidence_method,components,target_cell_functional,tcr_evidence_method,,0,0.0,0,0,0,0,0,0
test,tcr_evidence_method,components,functional_readout,tcr_evidence_method,,0,0.0,0,0,0,0,0,0
test,species_of_origin,task,*,species_of_origin,,194205,194205.0,0,0,0,0,0,0
test,species_of_origin,classes,human,species_of_origin,,133329,133329.0,0,0,0,0,0,0
test,species_of_origin,classes,nhp,species_of_origin,,26,26.0,0,0,0,0,0,0
test,species_of_origin,classes,murine,species_of_origin,,17734,17734.0,0,0,0,0,0,0
test,species_of_origin,classes,other_mammal,species_of_origin,,503,503.0,0,0,0,0,0,0
test,species_of_origin,classes,bird,species_of_origin,,401,401.0,0,0,0,0,0,0
test,species_of_origin,classes,other_vertebrate,species_of_origin,,10,10.0,0,0,0,0,0,0
test,species_of_origin,classes,invertebrate,species_of_origin,,738,738.0,0,0,0,0,0,0
test,species_of_origin,classes,fungi,species_of_origin,,86,86.0,0,0,0,0,0,0
test,species_of_origin,classes,bacteria,species_of_origin,,2826,2826.0,0,0,0,0,0,0
test,species_of_origin,classes,viruses,species_of_origin,,38552,38552.0,0,0,0,0,0,0
test,species_of_origin,classes,archaea,species_of_origin,,0,0.0,0,0,0,0,0,0
test,foreignness,task,*,foreignness,,194205,194205.0,41464,152741,0,0,0,0
test,binding_assay_panel_assay_type,task,*,binding_assay_panel,,22418,22418.0,0,0,0,16846,0,5572
test,binding_assay_panel_assay_type,columns,unknown,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,columns,KD,binding_assay_panel,,1976,1976.0,0,0,0,665,0,1311
test,binding_assay_panel_assay_type,columns,KD_PROXY_IC50,binding_assay_panel,,8168,8168.0,0,0,0,7602,0,566
test,binding_assay_panel_assay_type,columns,KD_PROXY_EC50,binding_assay_panel,,5316,5316.0,0,0,0,2368,0,2948
test,binding_assay_panel_assay_type,columns,IC50,binding_assay_panel,,6791,6791.0,0,0,0,6053,0,738
test,binding_assay_panel_assay_type,columns,EC50,binding_assay_panel,,167,167.0,0,0,0,158,0,9
test,binding_assay_panel_assay_type,columns,OTHER,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,columns,T_HALF,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,columns,TM,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,columns,KOFF,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,columns,KON,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_prep,task,*,binding_assay_panel,,22418,22418.0,0,0,0,16846,0,5572
test,binding_assay_panel_assay_prep,columns,unknown,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_prep,columns,PURIFIED,binding_assay_panel,,21655,21655.0,0,0,0,16236,0,5419
test,binding_assay_panel_assay_prep,columns,CELLULAR,binding_assay_panel,,755,755.0,0,0,0,602,0,153
test,binding_assay_panel_assay_prep,columns,LYSATE,binding_assay_panel,,3,3.0,0,0,0,3,0,0
test,binding_assay_panel_assay_prep,columns,BINDING_ASSAY,binding_assay_panel,,5,5.0,0,0,0,5,0,0
test,binding_assay_panel_assay_prep,columns,OTHER,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_geometry,task,*,binding_assay_panel,,22418,22418.0,0,0,0,16846,0,5572
test,binding_assay_panel_assay_geometry,columns,unknown,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_geometry,columns,COMPETITIVE,binding_assay_panel,,16921,16921.0,0,0,0,14306,0,2615
test,binding_assay_panel_assay_geometry,columns,DIRECT,binding_assay_panel,,5484,5484.0,0,0,0,2527,0,2957
test,binding_assay_panel_assay_geometry,columns,T_CELL_INHIBITION,binding_assay_panel,,8,8.0,0,0,0,8,0,0
test,binding_assay_panel_assay_geometry,columns,OTHER,binding_assay_panel,,5,5.0,0,0,0,5,0,0
test,binding_assay_panel_assay_readout,task,*,binding_assay_panel,,22418,22418.0,0,0,0,16846,0,5572
test,binding_assay_panel_assay_readout,columns,unknown,binding_assay_panel,,0,0.0,0,0,0,0,0,0
test,binding_assay_panel_assay_readout,columns,RADIOACTIVITY,binding_assay_panel,,13183,13183.0,0,0,0,12288,0,895
test,binding_assay_panel_assay_readout,columns,FLUORESCENCE,binding_assay_panel,,9222,9222.0,0,0,0,4545,0,4677
test,binding_assay_panel_assay_readout,columns,OTHER,binding_assay_panel,,13,13.0,0,0,0,13,0,0
test,excision_panel_apm,task,*,excision_condition_panel,,151040,151040.0,149144,1896,0,0,0,0
test,excision_panel_apm,columns,none,excision_condition_panel,,151040,151040.0,149144,1896,0,0,0,0
test,excision_panel_apm,columns,peptide_supply,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_apm,columns,n_term_trimming,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_apm,columns,loading_complex,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_apm,columns,mhc_null,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_apm,columns,class_ii_loading,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_apm,columns,other,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_apm,columns,unknown,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_stimulus,task,*,excision_condition_panel,,151040,151040.0,149144,1896,0,0,0,0
test,excision_panel_stimulus,columns,none,excision_condition_panel,,151040,151040.0,149144,1896,0,0,0,0
test,excision_panel_stimulus,columns,ifn_gamma,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_stimulus,columns,ifn_type1,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_stimulus,columns,tnf_alpha,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_stimulus,columns,tlr,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_stimulus,columns,cell_activation,excision_condition_panel,,0,0.0,0,0,0,0,0,0
test,excision_panel_stimulus,columns,cytokine_unspecified,excision_condition_panel,,0,0.0,0,0,0,0,0,0
