split,endpoint,column,observations,training_rows,source_rows,unique_observations,traceable_observations,untraceable_rows,distinct_peptides,positive,negative,graded,exact,left_censored,right_censored,instances,unique_positive,unique_negative,unique_exact
test,tcell_panel_logits.assay_method,PROLIFERATION_ASSAY,632,632,0,632,0,632,387,431,201,0,0,0,0,632,431,201,0
test,tcell_panel_logits.assay_method,IN_VITRO_ASSAY,4,4,0,4,0,4,2,4,0,0,0,0,0,4,4,0,0
test,tcell_panel_logits.assay_method,IN_VIVO_ASSAY,186,186,0,186,0,186,83,149,37,0,0,0,0,186,149,37,0
test,tcell_panel_logits.assay_method,BIOASSAY,686,686,0,686,0,686,469,432,254,0,0,0,0,686,432,254,0
test,tcell_panel_logits.assay_method,OTHER,859,859,0,859,0,859,233,572,287,0,0,0,0,859,572,287,0
test,tcell_panel_logits.assay_readout,,14795,14795,0,14795,0,14795,5814,7481,7314,0,0,0,0,14795,7481,7314,0
test,tcell_panel_logits.assay_readout,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.assay_readout,IFNG,7972,7972,0,7972,0,7972,3920,2951,5021,0,0,0,0,7972,2951,5021,0
test,tcell_panel_logits.assay_readout,TNFA,295,295,0,295,0,295,195,222,73,0,0,0,0,295,222,73,0
test,tcell_panel_logits.assay_readout,IL2,342,342,0,342,0,342,224,248,94,0,0,0,0,342,248,94,0
test,tcell_panel_logits.assay_readout,IL4,68,68,0,68,0,68,45,47,21,0,0,0,0,68,47,21,0
test,tcell_panel_logits.assay_readout,IL5,47,47,0,47,0,47,32,39,8,0,0,0,0,47,39,8,0
test,tcell_panel_logits.assay_readout,IL10,78,78,0,78,0,78,51,53,25,0,0,0,0,78,53,25,0
test,tcell_panel_logits.assay_readout,GMCSF,18,18,0,18,0,18,17,12,6,0,0,0,0,18,12,6,0
test,tcell_panel_logits.assay_readout,CYTOTOXICITY,1096,1096,0,1096,0,1096,522,837,259,0,0,0,0,1096,837,259,0
test,tcell_panel_logits.assay_readout,PROLIFERATION,632,632,0,632,0,632,387,431,201,0,0,0,0,632,431,201,0
test,tcell_panel_logits.assay_readout,ACTIVATION,630,630,0,630,0,630,442,382,248,0,0,0,0,630,382,248,0
test,tcell_panel_logits.assay_readout,QUAL_BINDING,210,210,0,210,0,210,64,106,104,0,0,0,0,210,106,104,0
test,tcell_panel_logits.assay_readout,KD,73,73,0,73,0,73,47,68,5,0,0,0,0,73,68,5,0
test,tcell_panel_logits.assay_readout,MULTIMER_BINDING,2701,2701,0,2701,0,2701,1458,1568,1133,0,0,0,0,2701,1568,1133,0
test,tcell_panel_logits.assay_readout,OTHER,633,633,0,633,0,633,259,517,116,0,0,0,0,633,517,116,0
test,tcell_panel_logits.apc_type,,11448,11448,0,11448,0,11448,4750,5371,6077,0,0,0,0,11448,5371,6077,0
test,tcell_panel_logits.apc_type,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.apc_type,DENDRITIC,422,422,0,422,0,422,269,207,215,0,0,0,0,422,207,215,0
test,tcell_panel_logits.apc_type,B_CELL,1061,1061,0,1061,0,1061,725,603,458,0,0,0,0,1061,603,458,0
test,tcell_panel_logits.apc_type,PBMC,5592,5592,0,5592,0,5592,2302,2309,3283,0,0,0,0,5592,2309,3283,0
test,tcell_panel_logits.apc_type,SPLENOCYTE,2004,2004,0,2004,0,2004,1113,813,1191,0,0,0,0,2004,813,1191,0
test,tcell_panel_logits.apc_type,T2_B_CELL,503,503,0,503,0,503,255,354,149,0,0,0,0,503,354,149,0
test,tcell_panel_logits.apc_type,B_LCL,106,106,0,106,0,106,56,78,28,0,0,0,0,106,78,28,0
test,tcell_panel_logits.apc_type,T_CELL,707,707,0,707,0,707,478,322,385,0,0,0,0,707,322,385,0
test,tcell_panel_logits.apc_type,OTHER,1053,1053,0,1053,0,1053,544,685,368,0,0,0,0,1053,685,368,0
test,tcell_panel_logits.culture_context,,14471,14471,0,14471,0,14471,5779,7203,7268,0,0,0,0,14471,7203,7268,0
test,tcell_panel_logits.culture_context,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.culture_context,DIRECT_EX_VIVO,11172,11172,0,11172,0,11172,4906,4840,6332,0,0,0,0,11172,4840,6332,0
test,tcell_panel_logits.culture_context,SHORT_RESTIM,1911,1911,0,1911,0,1911,850,1121,790,0,0,0,0,1911,1121,790,0
test,tcell_panel_logits.culture_context,IN_VITRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.culture_context,IN_VIVO,31,31,0,31,0,31,15,28,3,0,0,0,0,31,28,3,0
test,tcell_panel_logits.culture_context,ENGINEERED,264,264,0,264,0,264,92,253,11,0,0,0,0,264,253,11,0
test,tcell_panel_logits.culture_context,CELL_LINE_CLONE,1088,1088,0,1088,0,1088,499,957,131,0,0,0,0,1088,957,131,0
test,tcell_panel_logits.culture_context,NON_SPECIFIC_ACTIVATION,3,3,0,3,0,3,3,2,1,0,0,0,0,3,2,1,0
test,tcell_panel_logits.culture_context,OTHER,2,2,0,2,0,2,2,2,0,0,0,0,0,2,2,0,0
test,tcell_panel_logits.stim_context,,14795,14795,0,14795,0,14795,5814,7481,7314,0,0,0,0,14795,7481,7314,0
test,tcell_panel_logits.stim_context,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.stim_context,EX_VIVO,11172,11172,0,11172,0,11172,4906,4840,6332,0,0,0,0,11172,4840,6332,0
test,tcell_panel_logits.stim_context,IN_VITRO_STIM,2974,2974,0,2974,0,2974,1235,2050,924,0,0,0,0,2974,2050,924,0
test,tcell_panel_logits.stim_context,IN_VIVO,32,32,0,32,0,32,16,29,3,0,0,0,0,32,29,3,0
test,tcell_panel_logits.stim_context,ENGINEERED,271,271,0,271,0,271,96,260,11,0,0,0,0,271,260,11,0
test,tcell_panel_logits.stim_context,OTHER,346,346,0,346,0,346,142,302,44,0,0,0,0,346,302,44,0
test,tcell_panel_logits.peptide_format,,14795,14795,0,14795,0,14795,5814,7481,7314,0,0,0,0,14795,7481,7314,0
test,tcell_panel_logits.peptide_format,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.peptide_format,MINIMAL_EPITOPE,12827,12827,0,12827,0,12827,5131,6504,6323,0,0,0,0,12827,6504,6323,0
test,tcell_panel_logits.peptide_format,LONG_PEPTIDE,1968,1968,0,1968,0,1968,683,977,991,0,0,0,0,1968,977,991,0
test,tcell_panel_logits.peptide_format,PEPTIDE_POOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.peptide_format,WHOLE_PROTEIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcell_panel_logits.peptide_format,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,assays.kon,,7,7,0,7,0,7,5,0,0,0,7,0,0,7,0,0,7
test,assays.koff,,9,9,0,9,0,9,7,0,0,0,9,0,0,9,0,0,9
test,assays.t_half,,1075,1075,0,1075,0,1075,665,0,0,0,1059,0,16,1075,0,0,1059
test,assays.Tm,,104,104,0,104,0,104,85,0,0,0,104,0,0,104,0,0,104
test,binding_affinity_probe_kd,,22418,22418,0,22418,0,22418,4871,0,0,0,16846,0,5572,22418,0,0,16846
test,ms_detectability_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,processing_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_start_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_class_logits,,208192,208192,0,208192,0,208192,73768,0,0,0,0,0,0,208192,0,0,0
test,mhc_class_logits,I,208192,208192,0,208192,0,208192,73768,165537,42655,0,0,0,0,208192,165537,42655,0
test,mhc_class_logits,II,208192,208192,0,208192,0,208192,73768,42655,165537,0,0,0,0,208192,42655,165537,0
test,mhc_species_logits,,208192,208192,0,208192,0,208192,73768,0,0,0,0,0,0,208192,0,0,0
test,mhc_species_logits,human,208192,208192,0,208192,0,208192,73768,181860,26332,0,0,0,0,208192,181860,26332,0
test,mhc_species_logits,nhp,208192,208192,0,208192,0,208192,73768,750,207442,0,0,0,0,208192,750,207442,0
test,mhc_species_logits,murine,208192,208192,0,208192,0,208192,73768,25197,182995,0,0,0,0,208192,25197,182995,0
test,mhc_species_logits,other_mammal,208192,208192,0,208192,0,208192,73768,250,207942,0,0,0,0,208192,250,207942,0
test,mhc_species_logits,bird,208192,208192,0,208192,0,208192,73768,135,208057,0,0,0,0,208192,135,208057,0
test,mhc_species_logits,other_vertebrate,208192,208192,0,208192,0,208192,73768,0,208192,0,0,0,0,208192,0,208192,0
test,mhc_a_type_logits,,208192,208192,0,208192,0,208192,73768,0,0,0,0,0,0,208192,0,0,0
test,mhc_a_type_logits,MHC_I,208192,208192,0,208192,0,208192,73768,165537,42655,0,0,0,0,208192,165537,42655,0
test,mhc_a_type_logits,MHC_IIa,208192,208192,0,208192,0,208192,73768,23365,184827,0,0,0,0,208192,23365,184827,0
test,mhc_a_type_logits,MHC_IIb,208192,208192,0,208192,0,208192,73768,19290,188902,0,0,0,0,208192,19290,188902,0
test,mhc_a_type_logits,B2M,208192,208192,0,208192,0,208192,73768,0,208192,0,0,0,0,208192,0,208192,0
test,mhc_a_type_logits,unknown,208192,208192,0,208192,0,208192,73768,0,208192,0,0,0,0,208192,0,208192,0
test,mhc_b_type_logits,,208192,208192,0,208192,0,208192,73768,0,0,0,0,0,0,208192,0,0,0
test,mhc_b_type_logits,MHC_I,208192,208192,0,208192,0,208192,73768,165537,42655,0,0,0,0,208192,165537,42655,0
test,mhc_b_type_logits,MHC_IIa,208192,208192,0,208192,0,208192,73768,0,208192,0,0,0,0,208192,0,208192,0
test,mhc_b_type_logits,MHC_IIb,208192,208192,0,208192,0,208192,73768,42655,165537,0,0,0,0,208192,42655,165537,0
test,mhc_b_type_logits,B2M,208192,208192,0,208192,0,208192,73768,0,208192,0,0,0,0,208192,0,208192,0
test,mhc_b_type_logits,unknown,208192,208192,0,208192,0,208192,73768,0,208192,0,0,0,0,208192,0,208192,0
test,tcr_evidence_logit,,18744,18744,0,18744,0,18744,212,18744,0,0,0,0,0,18744,18744,0,0
test,tcr_evidence_method_logits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcr_evidence_method_logits,multimer_binding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcr_evidence_method_logits,target_cell_functional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,tcr_evidence_method_logits,functional_readout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,species_of_origin_logits,,194205,194205,0,194205,0,194205,67533,0,0,0,0,0,0,194205,0,0,0
test,species_of_origin_logits,human,194205,194205,0,194205,0,194205,67533,133329,60876,0,0,0,0,194205,133329,60876,0
test,species_of_origin_logits,nhp,194205,194205,0,194205,0,194205,67533,26,194179,0,0,0,0,194205,26,194179,0
test,species_of_origin_logits,murine,194205,194205,0,194205,0,194205,67533,17734,176471,0,0,0,0,194205,17734,176471,0
test,species_of_origin_logits,other_mammal,194205,194205,0,194205,0,194205,67533,503,193702,0,0,0,0,194205,503,193702,0
test,species_of_origin_logits,bird,194205,194205,0,194205,0,194205,67533,401,193804,0,0,0,0,194205,401,193804,0
test,species_of_origin_logits,other_vertebrate,194205,194205,0,194205,0,194205,67533,10,194195,0,0,0,0,194205,10,194195,0
test,species_of_origin_logits,invertebrate,194205,194205,0,194205,0,194205,67533,738,193467,0,0,0,0,194205,738,193467,0
test,species_of_origin_logits,fungi,194205,194205,0,194205,0,194205,67533,86,194119,0,0,0,0,194205,86,194119,0
test,species_of_origin_logits,bacteria,194205,194205,0,194205,0,194205,67533,2826,191379,0,0,0,0,194205,2826,191379,0
test,species_of_origin_logits,viruses,194205,194205,0,194205,0,194205,67533,38552,155653,0,0,0,0,194205,38552,155653,0
test,species_of_origin_logits,archaea,194205,194205,0,194205,0,194205,67533,0,194205,0,0,0,0,194205,0,194205,0
test,foreignness_logit,,194205,194205,0,194205,0,194205,67533,41464,152741,0,0,0,0,194205,41464,152741,0
test,binding_assay_panel_assay_type,,22418,22418,0,22418,0,22418,4871,0,0,0,16846,0,5572,22418,0,0,16846
test,binding_assay_panel_assay_type,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,KD,1976,1976,0,1976,0,1976,348,0,0,0,665,0,1311,1976,0,0,665
test,binding_assay_panel_assay_type,KD_PROXY_IC50,8168,8168,0,8168,0,8168,3050,0,0,0,7602,0,566,8168,0,0,7602
test,binding_assay_panel_assay_type,KD_PROXY_EC50,5316,5316,0,5316,0,5316,562,0,0,0,2368,0,2948,5316,0,0,2368
test,binding_assay_panel_assay_type,IC50,6791,6791,0,6791,0,6791,1724,0,0,0,6053,0,738,6791,0,0,6053
test,binding_assay_panel_assay_type,EC50,167,167,0,167,0,167,123,0,0,0,158,0,9,167,0,0,158
test,binding_assay_panel_assay_type,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,T_HALF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,KOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_type,KON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_prep,,22418,22418,0,22418,0,22418,4871,0,0,0,16846,0,5572,22418,0,0,16846
test,binding_assay_panel_assay_prep,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_prep,PURIFIED,21655,21655,0,21655,0,21655,4710,0,0,0,16236,0,5419,21655,0,0,16236
test,binding_assay_panel_assay_prep,CELLULAR,755,755,0,755,0,755,428,0,0,0,602,0,153,755,0,0,602
test,binding_assay_panel_assay_prep,LYSATE,3,3,0,3,0,3,3,0,0,0,3,0,0,3,0,0,3
test,binding_assay_panel_assay_prep,BINDING_ASSAY,5,5,0,5,0,5,4,0,0,0,5,0,0,5,0,0,5
test,binding_assay_panel_assay_prep,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_geometry,,22418,22418,0,22418,0,22418,4871,0,0,0,16846,0,5572,22418,0,0,16846
test,binding_assay_panel_assay_geometry,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_geometry,COMPETITIVE,16921,16921,0,16921,0,16921,4409,0,0,0,14306,0,2615,16921,0,0,14306
test,binding_assay_panel_assay_geometry,DIRECT,5484,5484,0,5484,0,5484,681,0,0,0,2527,0,2957,5484,0,0,2527
test,binding_assay_panel_assay_geometry,T_CELL_INHIBITION,8,8,0,8,0,8,8,0,0,0,8,0,0,8,0,0,8
test,binding_assay_panel_assay_geometry,OTHER,5,5,0,5,0,5,4,0,0,0,5,0,0,5,0,0,5
test,binding_assay_panel_assay_readout,,22418,22418,0,22418,0,22418,4871,0,0,0,16846,0,5572,22418,0,0,16846
test,binding_assay_panel_assay_readout,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_panel_assay_readout,RADIOACTIVITY,13183,13183,0,13183,0,13183,3586,0,0,0,12288,0,895,13183,0,0,12288
test,binding_assay_panel_assay_readout,FLUORESCENCE,9222,9222,0,9222,0,9222,1633,0,0,0,4545,0,4677,9222,0,0,4545
test,binding_assay_panel_assay_readout,OTHER,13,13,0,13,0,13,12,0,0,0,13,0,0,13,0,0,13
test,excision_panel_apm,,151040,151040,0,151040,0,151040,64343,149144,1896,0,0,0,0,151040,149144,1896,0
test,excision_panel_apm,none,151040,151040,0,151040,0,151040,64343,149144,1896,0,0,0,0,151040,149144,1896,0
test,excision_panel_apm,peptide_supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_apm,n_term_trimming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_apm,loading_complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_apm,mhc_null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_apm,class_ii_loading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_apm,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_apm,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_stimulus,,151040,151040,0,151040,0,151040,64343,149144,1896,0,0,0,0,151040,149144,1896,0
test,excision_panel_stimulus,none,151040,151040,0,151040,0,151040,64343,149144,1896,0,0,0,0,151040,149144,1896,0
test,excision_panel_stimulus,ifn_gamma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_stimulus,ifn_type1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_stimulus,tnf_alpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_stimulus,tlr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_stimulus,cell_activation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_panel_stimulus,cytokine_unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_base_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_class1_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_class2_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,processing_class1_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,processing_class2_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,presentation_class1_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,presentation_class2_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,recognition_cd8_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,recognition_cd4_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,recognition_repertoire_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,immunogenicity_cd8_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,immunogenicity_cd4_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,chain_compat_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_start_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,pep_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_a_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_b_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,groove_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,apc_cell_type_context_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,pmhc_interaction_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_a_species_logits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_b_species_logits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_class_probs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_species_probs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,species_probs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_is_class1_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,mhc_is_class2_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_direct_segment_mode,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_direct_segment_gate_mean,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_direct_affinity_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_direct_stability_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_assay_context_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_affinity_score_raw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_stability_score_raw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_stability_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_sequence_summary_vec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_kinetic_input_mode,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_logit_from_core,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_kd_bias_raw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_kd_bias,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_kd_bias_cap,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_probe_mix_weight,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_core_kd_log10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_mixed_kd_log10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_window_mask,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_window_start,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_window_length,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_window_prior_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_window_score_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_window_logit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_window_posterior_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_membership_prob,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_relative_position_index,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_length,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,npfr_length,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,cpfr_length,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,core_length_norm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,npfr_length_norm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,cpfr_length_norm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_mhc_attention_effective_residues,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_mhc_attention_mass,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_mhc_attention_valid_mask,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_mhc_attention_token_count,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_n_terminus_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_c_terminus_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_length_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_missed_cleavage_score,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,excision_machinery_idx,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,presentation_invivo_excision_term,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,immunogenicity_recognition_term,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,latent_vecs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,binding_latents,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test,attn_layers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
