epoch,train_loss,val_loss,epoch_wall_s,train_data_wait_s,train_forward_loss_s,train_backward_s,train_optimizer_s,gpu_busy_wall_s,val_wall_s,probe_eval_wall_s,current_lr,grad_norm_affinity_probe,grad_norm_binding_core,grad_norm_trunk_other,diverged,divergence_reason,synthetic_seed,observed_train_examples,skipped_train_batches,summary_write_wall_s,val_spearman,val_pearson,val_rmse_log10,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auroc,val_auprc,val_n_samples
1,0.1331507530720795,0.11781219641367595,20.56681870901957,0.013191787991672754,7.486506124958396,1.8873827923089266,2.069086335133761,15.502955253235996,0.9476425419561565,3.1123374588787556,0.001,0.14079954737087558,0.015215840084692126,0.17934794807052268,False,,1052,136,0,0.5227914587594569,-0.10521738976240158,-0.09879986196756363,1.8707300424575806,0.625,0.46875,0.0,0.0,0.0,0.515625,0.3657997250556946,24.0
2,0.05269955164369415,0.12712663412094116,14.932993665803224,0.013412376400083303,5.877216793131083,1.3384070424363017,1.3820711649022996,10.783421042840928,1.0017830841243267,1.1839429582469165,0.001,0.09955263226985496,0.0074556736971885884,0.11273706106508807,False,,2061,136,0,0.2923369170166552,-0.2530434727668762,-0.2962293326854706,1.9275970458984375,0.6666666865348816,0.5,0.0,0.0,0.0,0.3828125,0.32457470893859863,24.0
3,0.04364267599714153,0.11486613502105077,15.74277670821175,0.01598550286144018,6.147448869422078,1.4075509565882385,1.3917907937429845,11.313826286699623,1.0081397918984294,1.3588958750478923,0.001,0.09059549181106538,0.015137496161417623,0.07080086434398437,False,,3070,136,0,0.3115009581670165,-0.42347827553749084,-0.3881969153881073,1.8382537364959717,0.6666666865348816,0.5,0.0,0.0,0.0,0.265625,0.25712814927101135,24.0
