epoch,train_loss,val_loss,epoch_wall_s,train_data_wait_s,train_forward_loss_s,train_backward_s,train_optimizer_s,gpu_busy_wall_s,val_wall_s,probe_eval_wall_s,current_lr,grad_norm_affinity_probe,grad_norm_binding_core,grad_norm_trunk_other,diverged,divergence_reason,synthetic_seed,observed_train_examples,skipped_train_batches,summary_write_wall_s,gpu_util_mean_pct,gpu_util_peak_pct,gpu_mem_util_mean_pct,gpu_mem_util_peak_pct,gpu_sample_count,gpu_peak_allocated_bytes,gpu_peak_reserved_bytes,gpu_peak_allocated_gib,gpu_peak_reserved_gib
1,0.0646601059363729,0.08043781733688186,43.330410527000005,3.0658774540000024,19.95161583299998,5.470077823999986,0.6601831789999864,27.687810378999952,0.9241689759999971,0.6817645670000019,0.001,0.06799374245314767,0.027837395245219283,0.057568423077538365,False,,1053,92928,0,0.6263672850000006,54.30232558139535,78.0,8.837209302325581,16.0,43.0,9512354816.0,14338228224.0,8.859070777893066,13.353515625
2,0.04867264664329116,0.05619507666458102,43.079880200000005,3.0460043319997965,19.47255681499999,5.875520768999991,0.6367496389999445,27.607004973999935,0.916476080999999,0.7057016700000105,0.001,0.0650994710118246,0.030327121054631326,0.08135568704029421,False,,2062,92928,0,0.10202289400000097,51.69047619047619,63.0,8.285714285714286,11.0,42.0,9512408064.0,14338228224.0,8.85912036895752,13.353515625
3,0.03673442827214387,0.04326419269337373,43.10602096400001,2.9578670400001243,19.629171468999715,5.900016807000199,0.638988117000153,27.79830782600007,0.9208101819999968,0.7093212510000058,0.001,0.05162596484852912,0.023879450716624284,0.08450819191479574,False,,3071,92928,0,0.10018125700000269,54.285714285714285,80.0,9.285714285714286,26.0,42.0,9512374784.0,14338228224.0,8.859089374542236,13.353515625
4,0.031222095728413134,0.038926361019120496,43.041563653,3.065448529000065,19.46240383999998,5.874057632000387,0.6363506479998193,27.595412751000197,0.9193792890000054,0.7032213420000062,0.001,0.047854416422356626,0.022872735838956125,0.08128377890506262,False,,4080,92928,0,0.09549640399998793,52.26190476190476,71.0,8.476190476190476,19.0,42.0,9512408064.0,14338228224.0,8.85912036895752,13.353515625
5,0.02733490292301027,0.04254776151741252,43.03089732800001,2.9538422270001377,19.5580557990001,5.872203120999842,0.636768208999996,27.685282376999936,0.9181819580000194,0.7000732899999775,0.001,0.039422841933016387,0.01952689521113054,0.07559770552072333,False,,5089,92928,0,0.10093445100000054,54.0,71.0,8.707317073170731,15.0,41.0,9512374784.0,14338228224.0,8.859089374542236,13.353515625
6,0.02594547546353222,0.037696596618522614,43.02110926200001,3.0733165719997544,19.436558796000014,5.877061765999713,0.6353913430005491,27.568360390000265,0.9194943229999808,0.6998541620000083,0.001,0.04601349388882285,0.021612577060636566,0.08439045769647105,False,,6098,92928,0,0.09759126299996979,54.19512195121951,72.0,8.902439024390244,16.0,41.0,9512408064.0,14338228224.0,8.85912036895752,13.353515625
7,0.023645655090404935,0.03473742344581029,43.07411620300002,3.0340710940009785,19.479901601999927,5.890405867000084,0.6379152180009555,27.627679673000955,0.9175093569999717,0.7019476290000171,0.001,0.034623992458912733,0.01694590571006218,0.07094435776432147,False,,7107,92928,0,0.0966087140000127,54.19512195121951,77.0,9.097560975609756,16.0,41.0,9512408064.0,14338228224.0,8.85912036895752,13.353515625
8,0.02258147276199061,0.03604799848707283,43.182309951000036,3.0684789469997327,19.475701616000322,5.907694134999247,0.6358330369995997,27.646604759999207,0.9189460140000278,0.7084299580000106,0.001,0.04069378445757373,0.0183005437518596,0.07242236509349383,False,,8116,92928,0,0.1006517690000237,53.833333333333336,78.0,8.80952380952381,15.0,42.0,9512408064.0,14338228224.0,8.85912036895752,13.353515625
9,0.02224285416459003,0.033604235936175376,43.09909911800003,3.054784625000252,19.451561089000222,5.902153284000747,0.6387084900001128,27.616850598001122,0.9199629459999983,0.704464789000042,0.001,0.03651881625218813,0.017337053973541013,0.07132114029067678,False,,9125,92928,0,0.10073457800001506,52.69047619047619,74.0,8.380952380952381,16.0,42.0,9512408064.0,14338228224.0,8.85912036895752,13.353515625
10,0.021260816185701813,0.03605406846412841,43.20489605700004,3.089847458000065,19.471626499999786,5.910113208999974,0.6420444100000395,27.64956695699982,0.9206822130000205,0.705100625,0.001,0.03228628213873102,0.015557892698789946,0.06744920749222193,False,,10134,92928,0,0.0973901190000106,51.833333333333336,69.0,8.19047619047619,16.0,42.0,9512408064.0,14338228224.0,8.85912036895752,13.353515625
