run_id,label,assay_mode,batch_size,cond_id,content_conditioned,device,embed_dim,epochs,head_type,lr,max_nM,n_bins,n_heads,n_layers,n_params,probe_alleles,seed,sigma_mult,test_rows,train_rows,val_rows,final_epoch,mean_epoch_s,best_val_loss,best_val_loss_epoch,final_val_loss,best_val_spearman,best_val_spearman_epoch,final_val_spearman,test_spearman,test_pearson,test_auroc,test_auprc,test_f1,test_balanced_accuracy,test_accuracy,test_precision,test_recall,test_rmse_log10,test_loss,display_label
distributional_ba_v5_c02_20260313T183914Z,c02_mhcflurry_additive_max50k_d64,additive,256,2,True,cuda,64,50,mhcflurry,0.001,50000,128,4,2,92018,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,50,1.8960000000000001,0.029565037926658988,22,0.03237980231642723,0.8293803930282593,16,0.8181668519973755,0.8402541875839233,0.8341863751411438,0.9396067261695862,0.8938234448432922,0.8357236047655985,0.8639639914035797,0.8684073090553284,0.8292367458343506,0.842312753200531,0.8531829118728638,0.03028937499038875,c02_mhcflurry_additive_max50k_d64
distributional_ba_v5_c01_20260313T183923Z,c01_mhcflurry_additive_max50k_d32,additive,256,1,True,cuda,32,50,mhcflurry,0.001,50000,128,4,2,30290,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,50,2.0236,0.029613803839311004,27,0.03226418886333704,0.8213887810707092,32,0.8169440627098083,0.8377147912979126,0.8398289680480957,0.9397045969963074,0.8942728042602539,0.845052867325158,0.8737664818763733,0.86997389793396,0.8026004433631897,0.8922470211982727,0.8493280410766602,0.02924436260946095,c01_mhcflurry_additive_max50k_d32
distributional_ba_v5_c03_20260313T183934Z,c03_mhcflurry_additive_max50k_d96,additive,256,3,True,cuda,96,50,mhcflurry,0.001,50000,128,4,2,187538,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,50,2.3016,0.02920950250700116,11,0.03319030883722007,0.8287431597709656,8,0.8154799938201904,0.8369474411010742,0.8330464363098145,0.9403185248374939,0.9073331952095032,0.8380462603761197,0.8664253056049347,0.8684073090553284,0.8201257586479187,0.8567674160003662,0.8668137788772583,0.031424035551026464,c03_mhcflurry_additive_max50k_d96
distributional_ba_v5_c06_20260313T184233Z,c06_mhcflurry_additive_max50k_d256,additive,256,6,True,cuda,256,50,mhcflurry,0.001,50000,128,4,2,1172018,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,50,2.9372000000000003,0.0289423034992069,40,0.03129922761581838,0.8337522745132446,11,0.8294867277145386,0.8325362205505371,0.8273960947990417,0.935731828212738,0.8972811698913574,0.8345323824186058,0.862859457731247,0.8678851127624512,0.8307291865348816,0.8383705615997314,0.8748793005943298,0.031543126329779625,c06_mhcflurry_additive_max50k_d256
distributional_ba_v5_c04_20260313T184031Z,c04_mhcflurry_additive_max50k,additive,256,4,True,cuda,128,50,mhcflurry,0.001,50000,128,4,2,316850,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,50,2.4024,0.027974796714261174,10,0.02922776620835066,0.8318184018135071,10,0.822891891002655,0.8292663097381592,0.8317887783050537,0.9369946122169495,0.8981794714927673,0.8292993724466583,0.8592691421508789,0.860052227973938,0.8046971559524536,0.855453372001648,0.8585241436958313,0.029925999930128455,c04_mhcflurry_additive_max50k
distributional_ba_v5_c05_20260313T184131Z,c05_mhcflurry_additive_max50k_d192,additive,256,5,True,cuda,192,50,mhcflurry,0.001,50000,128,4,2,676850,"[""HLA-A*02:01"", ""HLA-A*24:02""]",42,0.75,1915,15530,1919,50,2.7624,0.028292494593188167,7,0.03308898722752929,0.8317812085151672,43,0.8245999813079834,0.8274574279785156,0.8273756504058838,0.9315788745880127,0.8898171782493591,0.8178243772135779,0.8488950133323669,0.854830265045166,0.8156862854957581,0.8199737071990967,0.8919894099235535,0.03323547821491957,c05_mhcflurry_additive_max50k_d192
